Iteration,Time(ms),Cost,Temperature
1000,2367,631232.0,4674.55769331794
2000,4014,616342.0,4364.619945911069
3000,5622,612158.0,4076.8625377684866
4000,8134,609270.0,3819.9007917559666
5000,10571,622492.0,3565.5595793639454
7000,12536,619120.0,3121.1900359060646
8000,12910,608079.0,2914.5368602980016
9000,13172,615395.0,2720.205626436202
11000,13802,606045.0,2363.8708236788066
12000,14145,604317.0,2205.5942852504504
13000,14451,603953.0,2056.88663939046
14000,14804,597098.0,1922.4302084615354
15000,15127,587575.0,1793.1729331356514
16000,15413,586209.0,1673.4430051023053
17000,15759,579945.0,1560.7706388600911
18000,16093,568524.0,1455.8300489235983
20000,16714,556478.0,1270.193686460978
21000,16984,550440.0,1187.7562731870858
23000,17638,534660.0,1034.9562519574847
24000,17978,522182.0,963.6333364991077
25000,18321,510754.0,900.8218341413756
27000,18973,499049.0,784.9347632934602
29000,19661,484946.0,682.5212211107448
30000,20036,478326.0,637.9693519871677
31000,20338,477767.0,596.087130996252
32000,20733,460878.0,555.2304757075794
33000,21061,453262.0,518.676250570526
34000,21369,448465.0,484.9164114891522
35000,21714,442826.0,453.8529370750872
36000,22017,440737.0,424.1002339809876
37000,22343,438561.0,395.5457049406677
38000,22672,432567.0,367.8821777396885
40000,23307,415665.0,321.3902003305733
41000,23621,414857.0,300.59162531828787
44000,24710,393043.0,244.6778203964634
45000,25065,380461.0,228.4777659287421
46000,25381,375380.0,213.17969230441182
47000,25686,372590.0,198.76673190292502
48000,25957,371390.0,185.5322071517861
49000,26264,368586.0,173.31748485694405
51000,26844,362121.0,151.82347006482183
53000,27426,359748.0,132.67622003247254
54000,27729,355818.0,124.00332057701546
55000,28042,353187.0,115.80467363483717
56000,28313,349011.0,108.35377830203127
59000,29302,340087.0,88.54328274038247
61000,29899,332604.0,77.53929712522682
63000,30519,324793.0,67.65207637657034
65000,31136,319394.0,59.078748341943836
67000,31742,314560.0,51.514556651878976
68000,32029,313952.0,47.92612730476759
69000,32313,309751.0,44.89639696261843
70000,32607,308519.0,41.9028605498374
71000,32940,304319.0,39.08155475330144
72000,33241,303735.0,36.56338317896876
73000,33567,298290.0,34.10499313411406
74000,33926,295271.0,31.754683604206612
75000,34269,293466.0,29.607767111355958
76000,34602,284796.0,27.730515629534885
77000,34872,283618.0,25.866015749186047
78000,35220,276379.0,24.129291046890497
80000,35826,271884.0,21.033567904693665
81000,36194,265884.0,19.5429763898528
82000,36486,262830.0,18.25269139231404
83000,36784,262805.0,17.054415562619823
84000,37097,259692.0,15.92843269781598
88000,38211,257250.0,12.113154869394382
89000,38498,256051.0,11.29645038452554
92000,39448,250626.0,9.185059580997605
93000,39737,250616.0,8.565775882038055
95000,40397,248184.0,7.472038733477384
96000,40725,247541.0,6.957806867820126
99000,41641,244989.0,5.657906677283433
101000,42211,242949.0,4.93250571889499
102000,42527,239955.0,4.599941693610291
104000,43095,238703.0,4.010182564766185
105000,43385,238068.0,3.748041314633099
106000,43694,236851.0,3.503736663731092
107000,44007,236254.0,3.273391544455082
110000,44883,234979.0,2.6711696597572767
111000,45166,234360.0,2.4985563649870146
112000,45452,230760.0,2.336863780937614
113000,45695,230756.0,2.1817042351426803
115000,46259,227765.0,1.90389068269919
116000,46577,225944.0,1.7739274467447659
118000,47175,224021.0,1.5403180552213325
119000,47470,223992.0,1.4430885804897398
120000,47747,223964.0,1.3488903466720787
121000,48046,223340.0,1.2578184025827477
122000,48350,223336.0,1.1750085081673804
123000,48636,221415.0,1.0965533399447351
124000,48957,220167.0,1.0263087455940796
125000,49268,220139.0,0.9564422176475175
127000,49855,219828.0,0.8335665152957081
128000,50166,219208.0,0.7789213758401634
130000,50738,216745.0,0.6800071553732322
131000,51026,216130.0,0.6361917365698365
132000,51305,214925.0,0.5934164981804725
133000,51568,211287.0,0.5537941542848908
136000,52380,208130.0,0.4524978240344451
137000,52681,207524.0,0.4219890914815351
139000,53267,204475.0,0.36748134250530345
140000,53566,203291.0,0.34328779349219
141000,53876,203279.0,0.32123271304315343
142000,54209,200274.0,0.3003842438651843
143000,54518,199056.0,0.28083269562229796
144000,54770,199049.0,0.2625012194513089
145000,55049,197823.0,0.24553816350868526
147000,55646,197788.0,0.21437902684805568
148000,55913,197758.0,0.2003452677021037
149000,56171,194143.0,0.18698693842472372
153000,57301,192296.0,0.14181521970013544
154000,57625,191857.0,0.13274389034240872
155000,57939,190641.0,0.12374439717161051
156000,58232,190011.0,0.1157363523579337
160000,59397,186374.0,0.1
163000,60296,184328.0,0.1
164000,60575,184324.0,0.1
166000,61114,184311.0,0.1
168000,61713,182486.0,0.1
169000,61979,179499.0,0.1
173000,63113,172225.0,0.1
175000,63698,170130.0,0.1
177000,64308,167723.0,0.1
178000,64571,167708.0,0.1
180000,65115,167708.0,0.1
183000,65993,167049.0,0.1
184000,66255,166402.0,0.1
186000,66852,165850.0,0.1
187000,67128,165850.0,0.1
190000,68014,165801.0,0.1
191000,68334,165792.0,0.1
194000,69306,165756.0,0.1
195000,69592,165742.0,0.1
196000,69873,165742.0,0.1
198000,70475,164481.0,0.1
199000,70763,164463.0,0.1
201000,71342,162054.0,0.1
202000,71620,162045.0,0.1
204000,72189,159567.0,0.1
206000,72712,158756.0,0.1
207000,73022,156909.0,0.1
209000,73637,156426.0,0.1
211000,74286,155792.0,0.1
212000,74595,155787.0,0.1
213000,74939,155471.0,0.1
216000,75903,153878.0,0.1
217000,76188,153873.0,0.1
220000,77098,153810.0,0.1
221000,77377,153215.0,0.1
222000,77661,153198.0,0.1
226000,78866,150094.0,0.1
228000,79567,150061.0,0.1
229000,79879,150054.0,0.1
232000,80717,150039.0,0.1
233000,81004,150028.0,0.1
234000,81257,150021.0,0.1
235000,81541,150010.0,0.1
236000,81811,150010.0,0.1
237000,82079,150009.0,0.1
238000,82364,149615.0,0.1
239000,82642,149012.0,0.1
241000,83265,148981.0,0.1
243000,83822,148943.0,0.1
246000,84699,145915.0,0.1
247000,84986,145910.0,0.1
248000,85270,145305.0,0.1
250000,85833,145251.0,0.1
251000,86137,145241.0,0.1
253000,86660,145230.0,0.1
254000,86933,145230.0,0.1
255000,87215,145210.0,0.1
256000,87505,144024.0,0.1
259000,88302,141602.0,0.1
260000,88581,141000.0,0.1
261000,88854,141000.0,0.1
262000,89146,140999.0,0.1
263000,89415,140401.0,0.1
264000,89694,140388.0,0.1
265000,89954,140381.0,0.1
266000,90223,140381.0,0.1
267000,90547,140364.0,0.1
268000,90833,139972.0,0.1
269000,91109,139967.0,0.1
271000,91636,139374.0,0.1
272000,91908,139369.0,0.1
273000,92201,138768.0,0.1
274000,92485,138767.0,0.1
281000,94538,136874.0,0.1
282000,94820,136849.0,0.1
283000,95093,136826.0,0.1
284000,95356,135625.0,0.1
286000,95941,134408.0,0.1
287000,96217,134408.0,0.1
288000,96486,134405.0,0.1
289000,96761,134386.0,0.1
291000,97294,134384.0,0.1
292000,97574,133761.0,0.1
293000,97850,133344.0,0.1
294000,98158,133332.0,0.1
295000,98440,133311.0,0.1
297000,99051,132704.0,0.1
298000,99372,132694.0,0.1
299000,99664,132693.0,0.1
301000,100185,132038.0,0.1
305000,101256,130800.0,0.1
306000,101534,130777.0,0.1
307000,101811,130754.0,0.1
310000,102619,130719.0,0.1
312000,103187,130697.0,0.1
316000,104304,130052.0,0.1
318000,104859,130022.0,0.1
322000,105923,130002.0,0.1
323000,106226,129987.0,0.1
324000,106547,129364.0,0.1
325000,106837,129362.0,0.1
326000,107121,129354.0,0.1
327000,107399,129308.0,0.1
328000,107667,129308.0,0.1
332000,108793,128661.0,0.1
336000,109992,128609.0,0.1
337000,110242,128602.0,0.1
338000,110513,128595.0,0.1
339000,110783,128585.0,0.1
340000,111049,128584.0,0.1
341000,111307,128584.0,0.1
344000,112142,127993.0,0.1
345000,112416,127987.0,0.1
346000,112696,127972.0,0.1
347000,112983,127967.0,0.1
348000,113271,127958.0,0.1
349000,113555,127944.0,0.1
350000,113845,127944.0,0.1
351000,114156,126985.0,0.1
352000,114416,126976.0,0.1
353000,114715,126955.0,0.1
354000,114992,126955.0,0.1
356000,115508,126950.0,0.1
357000,115789,126945.0,0.1
358000,116070,126945.0,0.1
360000,116639,126945.0,0.1
363000,117453,126344.0,0.1
364000,117707,126335.0,0.1
367000,118491,125949.0,0.1
368000,118742,125937.0,0.1
369000,119073,125885.0,0.1
377000,121215,123492.0,0.1
378000,121462,123492.0,0.1
379000,121708,123492.0,0.1
381000,122237,123487.0,0.1
382000,122474,123078.0,0.1
383000,122718,123074.0,0.1
384000,122970,123069.0,0.1
389000,124426,122751.0,0.1
391000,124941,122738.0,0.1
393000,125437,122735.0,0.1
394000,125742,122734.0,0.1
396000,126246,122734.0,0.1
398000,126819,122725.0,0.1
400000,127362,122720.0,0.1
401000,127687,122699.0,0.1
402000,127975,122683.0,0.1
403000,128239,122679.0,0.1
407000,129419,122649.0,0.1
412000,130826,122036.0,0.1
413000,131119,122015.0,0.1
414000,131397,122000.0,0.1
415000,131669,121991.0,0.1
416000,131932,121981.0,0.1
418000,132509,121981.0,0.1
419000,132773,121592.0,0.1
420000,133039,121592.0,0.1
423000,133849,121549.0,0.1
425000,134403,121537.0,0.1
426000,134685,121537.0,0.1
427000,134960,121536.0,0.1
429000,135520,121504.0,0.1
430000,135798,121087.0,0.1
431000,136071,121067.0,0.1
433000,136618,120458.0,0.1
434000,136892,120458.0,0.1
435000,137187,120058.0,0.1
436000,137460,120058.0,0.1
437000,137739,120057.0,0.1
439000,138305,120016.0,0.1
441000,138837,120005.0,0.1
442000,139156,120005.0,0.1
443000,139566,120005.0,0.1
444000,139861,120000.0,0.1
445000,140143,120000.0,0.1
446000,140452,119998.0,0.1
447000,140736,119998.0,0.1
449000,141269,119989.0,0.1
450000,141564,119984.0,0.1
452000,142061,119969.0,0.1
453000,142336,119854.0,0.1
457000,143397,118630.0,0.1
458000,143654,118626.0,0.1
460000,144280,118026.0,0.1
461000,144560,118021.0,0.1
465000,145632,118011.0,0.1
467000,146240,117973.0,0.1
468000,146535,117970.0,0.1
469000,146834,117968.0,0.1
470000,147117,117961.0,0.1
471000,147436,117943.0,0.1
472000,147763,117607.0,0.1
473000,148152,117592.0,0.1
474000,148453,117587.0,0.1
475000,148732,117587.0,0.1
476000,149057,117587.0,0.1
477000,149380,117587.0,0.1
478000,149684,117578.0,0.1
479000,149984,117578.0,0.1
480000,150274,117557.0,0.1
483000,151188,117219.0,0.1
485000,151759,117219.0,0.1
486000,152063,117218.0,0.1
488000,152670,117202.0,0.1
489000,152956,117191.0,0.1
490000,153250,117191.0,0.1
491000,153605,117169.0,0.1
493000,154408,116780.0,0.1
494000,154698,116780.0,0.1
497000,155668,116768.0,0.1
498000,155996,116165.0,0.1
500000,156620,116165.0,0.1
504000,157774,116116.0,0.1
505000,158053,116116.0,0.1
507000,158650,116115.0,0.1
509000,159303,116115.0,0.1
510000,159621,115544.0,0.1
511000,159939,115538.0,0.1
513000,160561,115530.0,0.1
