Iteration,Time(ms),Cost,Temperature
1000,139,19066.0,4662.419023480954
2000,196,15678.0,4363.310690861531
3000,234,6701.0,4076.0472060295583
4000,296,5446.0,3816.4642558868477
5000,350,4966.0,3570.912199830158
7000,423,13365.0,3127.1262313888205
9000,501,13011.0,2730.289535184407
10000,534,9858.0,2549.5177794487704
12000,595,13617.0,2231.7757738885944
13000,628,8437.0,2083.177004689399
15000,699,9514.0,1815.0032240590065
16000,732,7197.0,1697.20688128857
17000,774,6380.0,1586.103696695153
19000,834,6597.0,1384.6864348192732
23000,950,7988.0,1060.202960816876
24000,989,7261.0,987.3376527773951
26000,1057,6639.0,860.7509626056855
27000,1090,5043.0,802.8771715724201
28000,1123,4602.0,749.9438447738371
35000,1405,5211.0,468.0030221679262
36000,1438,5292.0,437.8916162621015
37000,1480,4734.0,408.28600769261226
38000,1513,4224.0,381.0629093251761
41000,1611,3713.0,311.2368995708308
42000,1641,4052.0,291.73653627530257
43000,1673,3795.0,272.14843836241
44000,1712,3599.0,254.332956633257
46000,1801,3947.0,222.43558654985551
47000,1867,3622.0,207.89521543444107
49000,1957,3798.0,181.25906845870117
51000,2055,3675.0,158.70080181526984
52000,2166,3525.0,148.66826504204977
55000,2620,3276.0,121.37771244726513
57000,2901,3625.0,106.0383179168202
58000,3007,3756.0,99.16619384417993
59000,3132,3434.0,92.96229103016562
61000,3358,3633.0,81.36842330719386
63000,3371,3505.0,70.97164579183816
64000,3380,3335.0,66.35221056873479
65000,3388,3395.0,62.00243675563247
66000,3402,3078.0,57.903061947371214
67000,3411,3366.0,54.020672442938405
68000,3418,3277.0,50.30795602586512
69000,3426,3179.0,47.03348857516175
72000,3454,3158.0,38.491977778565186
73000,3465,2974.0,35.93624567402859
75000,3484,3176.0,31.404138214946123
76000,3494,3002.0,29.468930186332774
77000,3510,3038.0,27.49029460901394
79000,3526,3085.0,23.96336374968812
80000,3534,3103.0,22.36556956551035
81000,3543,2933.0,20.859703134674334
82000,3567,2813.0,19.466903416944806
84000,3588,2739.0,16.993126987744315
85000,3607,2653.0,15.86642969454177
87000,3634,2422.0,13.850187103038511
88000,3645,2408.0,12.9474048653068
90000,3663,2456.0,11.308883938837687
95000,3702,2426.0,8.06772649857571
98000,3735,2352.0,6.557840517099121
100000,3763,2323.0,5.726786675692905
103000,3796,2290.0,4.6722670714811105
104000,3807,2276.0,4.368156396845631
105000,3820,2244.0,4.092016080090682
106000,3832,2240.0,3.821849097717926
108000,3855,2183.0,3.3452040795597275
109000,3865,2190.0,3.1321648530961506
110000,3876,2167.0,2.92420010995384
111000,3887,2159.0,2.733048345643251
112000,3896,2150.0,2.5500529690885583
115000,3922,2150.0,2.0856990617599767
116000,3932,2132.0,1.947995052141109
118000,3956,2124.0,1.6999415273505318
120000,3975,2128.0,1.4834746080256107
122000,3995,2118.0,1.2936661946924426
123000,4006,2082.0,1.2088588418049375
126000,4036,2066.0,0.984685038289191
127000,4046,2066.0,0.9187539655159093
128000,4055,2066.0,0.8593832892686525
129000,4066,2063.0,0.8018419841998199
132000,4090,2063.0,0.6575373974007606
133000,4098,2062.0,0.6138792241019504
134000,4107,2062.0,0.5734064460297978
135000,4118,2058.0,0.5370501717978796
136000,4127,2056.0,0.5018935948177748
137000,4139,2054.0,0.4696486277073617
138000,4148,2054.0,0.438772657407737
140000,4167,2053.0,0.3843197117327391
142000,4186,2052.0,0.3358847359602064
143000,4196,2050.0,0.31502904727879955
144000,4206,2049.0,0.29428875433240503
145000,4216,2045.0,0.275244033224048
147000,4237,2036.0,0.24057968548830652
148000,4250,2026.0,0.22447130957628783
149000,4259,2026.0,0.21002878165082015
150000,4269,2026.0,0.1965351423087408
152000,4288,2026.0,0.171217445726724
153000,4297,2026.0,0.1601051850663826
154000,4307,2026.0,0.1494897121889018
155000,4319,2022.0,0.13945250822154195
156000,4330,2021.0,0.13037575903189846
157000,4337,2021.0,0.1218898014809456
158000,4350,2020.0,0.1137967468540172
159000,4360,2020.0,0.106432458293996
160000,4370,2020.0,0.1
161000,4380,2020.0,0.1
