Iteration,Time(ms),Cost,Temperature
1000,2939,643979.0,4679.702793326058
4000,7578,602813.0,3822.9580880121703
5000,8350,605133.0,3566.9861598229727
6000,8819,599236.0,3339.4887656241585
8000,9857,586962.0,2914.2454066119717
9000,10162,584304.0,2722.3827705378903
10000,10492,580103.0,2536.547692095216
11000,10855,573376.0,2366.7093133472345
12000,11155,564682.0,2207.5803129886367
14000,11866,537993.0,1925.316161998319
15000,12149,532799.0,1795.864845562781
16000,12454,527750.0,1674.2799776798893
17000,12754,537362.0,1561.5512583497548
18000,13037,527386.0,1456.7038527588074
20000,13591,514461.0,1270.5748207912413
21000,13860,513748.0,1188.5880352498693
22000,14209,497833.0,1108.8934291624942
23000,14507,496284.0,1036.5099289870102
24000,14786,497132.0,965.176461165542
25000,15017,500300.0,901.9937226836662
27000,15646,486922.0,785.4844374754502
29000,16394,472233.0,683.6825521057951
30000,16796,454862.0,639.0548765971557
31000,17074,445483.0,597.0416815709823
32000,17424,438282.0,556.2864692881902
35000,18256,424188.0,454.57971938492176
36000,18567,419585.0,424.397222928473
37000,18853,408238.0,396.2187382074708
39000,19452,398911.0,345.21228184658014
40000,19781,393517.0,322.6784002250674
41000,20081,389066.0,301.52495193265895
42000,20333,388898.0,282.152992899056
43000,20646,383315.0,262.8663982332538
44000,20902,381519.0,245.65854084810002
45000,21171,377399.0,229.4853335010828
47000,21796,373983.0,199.72315361362647
48000,22118,367517.0,186.8729268792074
49000,22397,362702.0,174.44777448547248
53000,23548,343684.0,133.31462876474885
54000,23867,338590.0,124.59999722840216
58000,25061,325684.0,95.06825033230022
60000,25671,323958.0,83.02055956757056
61000,25959,323948.0,77.6479336009046
64000,26962,305273.0,63.2929986287315
65000,27444,304096.0,59.20295029006185
66000,27703,302300.0,55.37166669370466
67000,28003,293929.0,51.59705004437489
68000,28314,292752.0,48.065321768205585
69000,28567,288534.0,45.03129514462212
70000,28876,286678.0,41.97415956477293
71000,29163,286066.0,39.14022400988451
73000,29691,284859.0,34.14936067625613
74000,30024,281814.0,31.780098786587683
75000,30321,277601.0,29.607767111355958
77000,30942,276333.0,25.86860260944699
78000,31280,276311.0,24.1510182709962
79000,31608,275111.0,22.522685673193102
80000,31900,272104.0,21.027258465308265
81000,32242,269099.0,19.541022092213815
82000,32538,268148.0,18.265473388575863
83000,32834,268082.0,17.052710121063562
84000,33127,265622.0,15.90614738111644
85000,33373,265049.0,14.847065213817627
86000,33643,263293.0,13.883469138681921
88000,34285,259668.0,12.111943553907443
90000,34837,254872.0,10.526385615920601
91000,35110,253670.0,9.828453434914863
92000,35440,253048.0,9.178631967831976
93000,35733,250630.0,8.569203049139803
94000,35976,250632.0,7.997838238340562
96000,36574,248187.0,6.966858351519607
97000,36872,246310.0,6.491936408630748
98000,37188,245069.0,6.0639259935374215
99000,37470,243273.0,5.660736479506144
101000,38002,236057.0,4.930039959236793
102000,38305,231853.0,4.59350595951226
103000,38613,230590.0,4.294092272295532
106000,39492,229116.0,3.500234503328485
107000,39806,223661.0,3.269792613581529
108000,40088,223050.0,3.0566611467899936
109000,40326,221864.0,2.858851144856957
110000,40623,221256.0,2.675714737658101
111000,40885,220051.0,2.5005561098592044
112000,41105,218251.0,2.340137845247096
113000,41382,216451.0,2.183887139795283
114000,41657,214636.0,2.0413329582938227
115000,41920,212834.0,1.9077024651687002
116000,42236,211574.0,1.7803254148892957
120000,43331,207862.0,1.3555164614047164
121000,43586,207854.0,1.2627337187587948
124000,44367,205977.0,1.0306285235012855
125000,44663,204354.0,0.9605639807143179
128000,45485,204319.0,0.7814961912319861
130000,46041,203091.0,0.6836209420640957
132000,46620,199457.0,0.5958546224704774
133000,46909,198846.0,0.5560694853270255
136000,47697,196668.0,0.45335843024812933
137000,47985,196057.0,0.4230877456845371
138000,48269,196032.0,0.3948382308683504
140000,48820,194179.0,0.34438812904694754
142000,49361,190536.0,0.30101574519720437
144000,49905,189305.0,0.26281642576118797
146000,50560,186465.0,0.23015411554413265
147000,50943,186399.0,0.21463644897397746
148000,51219,185774.0,0.20090704866748893
149000,51516,185763.0,0.18754876965748252
151000,52096,185152.0,0.16330702139630796
152000,52349,184534.0,0.15258603497559042
153000,52593,183900.0,0.14245485827860577
154000,52897,183851.0,0.13326262833362568
156000,53524,178349.0,0.11624673985714107
158000,54155,176515.0,0.10148471635715826
159000,54438,176494.0,0.1
160000,54720,176485.0,0.1
161000,54981,175018.0,0.1
162000,55235,175018.0,0.1
163000,55513,174990.0,0.1
164000,55797,174954.0,0.1
165000,56054,174940.0,0.1
169000,57216,173014.0,0.1
170000,57497,172394.0,0.1
172000,58068,172323.0,0.1
173000,58367,171118.0,0.1
174000,58662,171103.0,0.1
175000,58927,170500.0,0.1
176000,59186,168692.0,0.1
178000,59763,165066.0,0.1
179000,60029,165045.0,0.1
181000,60613,164994.0,0.1
182000,60901,164376.0,0.1
183000,61196,164355.0,0.1
184000,61495,164347.0,0.1
185000,61801,164117.0,0.1
186000,62047,162942.0,0.1
188000,62614,162188.0,0.1
189000,62879,162184.0,0.1
190000,63177,161573.0,0.1
191000,63475,160543.0,0.1
192000,63770,160538.0,0.1
194000,64308,159930.0,0.1
195000,64575,159906.0,0.1
196000,64837,159302.0,0.1
197000,65087,158941.0,0.1
198000,65335,158924.0,0.1
199000,65606,158904.0,0.1
200000,65930,158295.0,0.1
201000,66170,158295.0,0.1
202000,66436,158280.0,0.1
204000,67017,156719.0,0.1
205000,67287,156693.0,0.1
206000,67571,155496.0,0.1
208000,68102,154782.0,0.1
210000,68620,153796.0,0.1
213000,69561,150751.0,0.1
215000,70097,150145.0,0.1
219000,71123,149490.0,0.1
220000,71376,149476.0,0.1
221000,71673,149464.0,0.1
225000,72685,148766.0,0.1
227000,73228,147701.0,0.1
228000,73497,147334.0,0.1
230000,74060,145530.0,0.1
232000,74613,144848.0,0.1
233000,74905,143642.0,0.1
235000,75453,142431.0,0.1
237000,76002,141227.0,0.1
238000,76267,141214.0,0.1
239000,76547,140619.0,0.1
241000,77094,140609.0,0.1
244000,77917,139348.0,0.1
245000,78232,138730.0,0.1
246000,78538,138661.0,0.1
249000,79330,136853.0,0.1
251000,79905,136818.0,0.1
252000,80163,136809.0,0.1
253000,80435,136808.0,0.1
254000,80730,136808.0,0.1
255000,81027,136773.0,0.1
256000,81291,136768.0,0.1
257000,81572,136716.0,0.1
258000,81846,136689.0,0.1
260000,82395,136661.0,0.1
261000,82692,136043.0,0.1
262000,82961,135452.0,0.1
263000,83259,135092.0,0.1
264000,83515,135061.0,0.1
266000,84046,134421.0,0.1
267000,84293,134415.0,0.1
268000,84519,134411.0,0.1
269000,84819,133811.0,0.1
272000,85588,133784.0,0.1
273000,85864,133775.0,0.1
274000,86145,133773.0,0.1
275000,86399,133773.0,0.1
276000,86680,133773.0,0.1
277000,86949,133771.0,0.1
279000,87467,133765.0,0.1
280000,87776,133743.0,0.1
281000,88035,133732.0,0.1
282000,88309,133726.0,0.1
283000,88586,133718.0,0.1
286000,89367,133709.0,0.1
287000,89616,133089.0,0.1
288000,89861,133088.0,0.1
290000,90364,133074.0,0.1
292000,91030,133074.0,0.1
293000,91327,133066.0,0.1
296000,92177,129644.0,0.1
297000,92488,129609.0,0.1
298000,92755,129590.0,0.1
299000,93004,129580.0,0.1
300000,93297,129544.0,0.1
301000,93576,128938.0,0.1
302000,93842,128558.0,0.1
303000,94093,128558.0,0.1
304000,94360,127363.0,0.1
305000,94616,127353.0,0.1
306000,94896,127258.0,0.1
307000,95155,127253.0,0.1
309000,95691,127240.0,0.1
311000,96249,126657.0,0.1
313000,96809,126651.0,0.1
314000,97084,126636.0,0.1
316000,97594,126633.0,0.1
317000,97889,126628.0,0.1
318000,98151,126616.0,0.1
320000,98696,126597.0,0.1
321000,98987,126581.0,0.1
323000,99515,126551.0,0.1
324000,99816,126533.0,0.1
325000,100099,126533.0,0.1
326000,100372,126533.0,0.1
327000,100659,126517.0,0.1
328000,100910,126502.0,0.1
329000,101174,125501.0,0.1
330000,101480,125459.0,0.1
333000,102229,124227.0,0.1
334000,102494,124207.0,0.1
335000,102758,123613.0,0.1
336000,103010,123023.0,0.1
337000,103287,122973.0,0.1
338000,103552,122965.0,0.1
339000,103837,122965.0,0.1
340000,104112,122945.0,0.1
342000,104652,122336.0,0.1
345000,105446,120537.0,0.1
346000,105751,120522.0,0.1
347000,106037,120517.0,0.1
348000,106293,120517.0,0.1
354000,107905,120490.0,0.1
355000,108153,120119.0,0.1
356000,108404,120119.0,0.1
