iteration,time_ms,violations,status
0,0,18,INITIAL
1,35,16,NO_IMPROVEMENT
501,428,8,NO_IMPROVEMENT
1001,972,12,NO_IMPROVEMENT
1501,1310,2,NO_IMPROVEMENT
2001,1525,5402,NO_IMPROVEMENT
2501,1874,9,NO_IMPROVEMENT
3001,2018,6,NO_IMPROVEMENT
3501,2158,14,NO_IMPROVEMENT
4001,2277,10,NO_IMPROVEMENT
4501,2382,8,NO_IMPROVEMENT
5001,2472,7,NO_IMPROVEMENT
5501,2588,7,NO_IMPROVEMENT
6001,2727,7,NO_IMPROVEMENT
6501,2837,4,NO_IMPROVEMENT
7001,2938,4,NO_IMPROVEMENT
7501,3028,4,NO_IMPROVEMENT
8001,3138,3,NO_IMPROVEMENT
8205,3183,0,FINAL
