iteration,time_ms,violations,status
0,0,33,INITIAL
1,65,28,NO_IMPROVEMENT
501,1300,9,NO_IMPROVEMENT
1001,1654,7211,NO_IMPROVEMENT
1501,1974,13,NO_IMPROVEMENT
2001,2654,9,NO_IMPROVEMENT
2501,3195,14,NO_IMPROVEMENT
3001,3714,5,NO_IMPROVEMENT
3501,3890,8,NO_IMPROVEMENT
4001,4056,6,NO_IMPROVEMENT
4501,4226,4,NO_IMPROVEMENT
5001,4406,7,NO_IMPROVEMENT
5501,4615,7,NO_IMPROVEMENT
6001,4829,16208,NO_IMPROVEMENT
6501,5016,7,NO_IMPROVEMENT
7001,5178,5,NO_IMPROVEMENT
7501,5349,5,NO_IMPROVEMENT
8001,5489,3,NO_IMPROVEMENT
8501,5659,3,NO_IMPROVEMENT
9001,5804,4,NO_IMPROVEMENT
9501,6031,1803,NO_IMPROVEMENT
10001,6225,4,NO_IMPROVEMENT
10501,6421,6,NO_IMPROVEMENT
11001,6702,4,NO_IMPROVEMENT
11501,6896,1,NO_IMPROVEMENT
12001,7088,2,NO_IMPROVEMENT
12501,7354,1,NO_IMPROVEMENT
13001,7574,1,NO_IMPROVEMENT
13501,7768,1,NO_IMPROVEMENT
14001,7999,1,NO_IMPROVEMENT
14501,8229,3,NO_IMPROVEMENT
15001,8467,4,NO_IMPROVEMENT
15501,8726,5,NO_IMPROVEMENT
16001,9014,5,NO_IMPROVEMENT
16501,9212,3,NO_IMPROVEMENT
17001,9355,2,NO_IMPROVEMENT
17501,9580,3,NO_IMPROVEMENT
18001,9722,2,NO_IMPROVEMENT
18501,9908,2,NO_IMPROVEMENT
19001,10046,1,NO_IMPROVEMENT
19501,10235,1,NO_IMPROVEMENT
20001,10387,1,NO_IMPROVEMENT
20501,10552,2,NO_IMPROVEMENT
21001,10758,3,NO_IMPROVEMENT
21501,10901,5,NO_IMPROVEMENT
22001,11077,5,NO_IMPROVEMENT
22501,11229,5,NO_IMPROVEMENT
23001,11385,3604,NO_IMPROVEMENT
23501,11561,4,NO_IMPROVEMENT
24001,11780,4,NO_IMPROVEMENT
24501,11952,2,NO_IMPROVEMENT
25001,12124,1,NO_IMPROVEMENT
25501,12312,1,NO_IMPROVEMENT
26001,12442,1,NO_IMPROVEMENT
26501,12578,2,NO_IMPROVEMENT
26985,12761,0,FINAL
