iteration,time_ms,violations,status
0,0,26,INITIAL
1,55,27060,NO_IMPROVEMENT
501,1814,19821,NO_IMPROVEMENT
1001,2483,25,NO_IMPROVEMENT
1501,2933,19818,NO_IMPROVEMENT
2001,3296,14,NO_IMPROVEMENT
2501,3547,11,NO_IMPROVEMENT
3001,3862,7214,NO_IMPROVEMENT
3501,4565,8,NO_IMPROVEMENT
4001,5530,7218,NO_IMPROVEMENT
4501,6628,45011,NO_IMPROVEMENT
5001,7045,10819,NO_IMPROVEMENT
5501,7560,16,NO_IMPROVEMENT
6001,8184,9,NO_IMPROVEMENT
6501,8681,14413,NO_IMPROVEMENT
7001,8928,7215,NO_IMPROVEMENT
7501,9230,11,NO_IMPROVEMENT
8001,9527,18014,NO_IMPROVEMENT
8501,9791,19,NO_IMPROVEMENT
9001,10129,10,NO_IMPROVEMENT
9501,10472,7,NO_IMPROVEMENT
10001,10876,3615,NO_IMPROVEMENT
10501,11457,21609,NO_IMPROVEMENT
11001,11768,18010,NO_IMPROVEMENT
11501,12091,8,NO_IMPROVEMENT
12001,12384,4,NO_IMPROVEMENT
12501,12614,8,NO_IMPROVEMENT
13001,13026,9,NO_IMPROVEMENT
13501,13987,25210,NO_IMPROVEMENT
14001,14251,7208,NO_IMPROVEMENT
14501,14531,25209,NO_IMPROVEMENT
15001,14821,5418,NO_IMPROVEMENT
15501,15058,5416,NO_IMPROVEMENT
16001,15462,8,NO_IMPROVEMENT
16501,16032,25221,NO_IMPROVEMENT
17001,16563,12,NO_IMPROVEMENT
17501,17225,12610,NO_IMPROVEMENT
18001,17871,4,NO_IMPROVEMENT
18501,18462,7,NO_IMPROVEMENT
19001,18962,8,NO_IMPROVEMENT
19501,19571,13,NO_IMPROVEMENT
20001,20064,10,NO_IMPROVEMENT
20501,20676,8,NO_IMPROVEMENT
21001,21231,13,NO_IMPROVEMENT
21501,21998,7,NO_IMPROVEMENT
22001,22636,9,NO_IMPROVEMENT
22501,23135,21613,NO_IMPROVEMENT
23001,23603,7,NO_IMPROVEMENT
23501,24330,14,NO_IMPROVEMENT
24001,24577,28816,NO_IMPROVEMENT
24501,24873,8,NO_IMPROVEMENT
25001,25123,7219,NO_IMPROVEMENT
25501,25451,19816,NO_IMPROVEMENT
26001,26022,7212,NO_IMPROVEMENT
26501,26472,9,NO_IMPROVEMENT
27001,26705,7,NO_IMPROVEMENT
27501,26973,32414,NO_IMPROVEMENT
28001,27300,16217,NO_IMPROVEMENT
28501,27616,37811,NO_IMPROVEMENT
29001,27901,25212,NO_IMPROVEMENT
29501,28384,28816,NO_IMPROVEMENT
30001,29042,15,NO_IMPROVEMENT
30501,29627,34212,NO_IMPROVEMENT
31001,30111,24,NO_IMPROVEMENT
31501,30494,34219,NO_IMPROVEMENT
32001,30969,50409,NO_IMPROVEMENT
32501,31414,12610,NO_IMPROVEMENT
33001,31807,6,NO_IMPROVEMENT
33501,32100,7,NO_IMPROVEMENT
34001,32769,6,NO_IMPROVEMENT
34501,33462,34210,NO_IMPROVEMENT
35001,33864,21609,NO_IMPROVEMENT
35501,34178,48606,NO_IMPROVEMENT
36001,34457,32411,NO_IMPROVEMENT
36501,35154,16210,NO_IMPROVEMENT
37001,36204,10806,NO_IMPROVEMENT
37501,36481,48609,NO_IMPROVEMENT
38001,36824,34208,NO_IMPROVEMENT
38501,37133,32404,NO_IMPROVEMENT
39001,37417,39606,NO_IMPROVEMENT
39501,37651,3,NO_IMPROVEMENT
40001,37928,4,NO_IMPROVEMENT
40501,38160,2,NO_IMPROVEMENT
41001,38405,3609,NO_IMPROVEMENT
41501,38640,4,NO_IMPROVEMENT
42001,38867,9,NO_IMPROVEMENT
42501,39124,2,NO_IMPROVEMENT
43001,39558,3,NO_IMPROVEMENT
43501,39772,6,NO_IMPROVEMENT
44001,40042,9,NO_IMPROVEMENT
44501,40336,9,NO_IMPROVEMENT
45001,40597,15,NO_IMPROVEMENT
45501,40909,41414,NO_IMPROVEMENT
46001,41190,19813,NO_IMPROVEMENT
46501,41519,12,NO_IMPROVEMENT
47001,41828,10810,NO_IMPROVEMENT
47501,42119,10808,NO_IMPROVEMENT
48001,42473,16209,NO_IMPROVEMENT
48501,42892,3614,NO_IMPROVEMENT
49001,43171,50415,NO_IMPROVEMENT
49501,44345,32409,NO_IMPROVEMENT
50001,44882,25210,NO_IMPROVEMENT
50501,45220,12,NO_IMPROVEMENT
51001,45589,16210,NO_IMPROVEMENT
51501,46187,7,NO_IMPROVEMENT
52001,46583,5,NO_IMPROVEMENT
52501,46840,11,NO_IMPROVEMENT
53001,47216,9,NO_IMPROVEMENT
53501,47704,7,NO_IMPROVEMENT
54001,47938,5,NO_IMPROVEMENT
54501,48207,6,NO_IMPROVEMENT
55001,48529,13,NO_IMPROVEMENT
55501,48931,18014,NO_IMPROVEMENT
56001,49242,23408,NO_IMPROVEMENT
56501,49481,6,NO_IMPROVEMENT
57001,49697,30612,NO_IMPROVEMENT
57501,49961,5,NO_IMPROVEMENT
58001,50254,6,NO_IMPROVEMENT
58501,50551,8,NO_IMPROVEMENT
59001,50819,7,NO_IMPROVEMENT
59501,51099,16209,NO_IMPROVEMENT
