iteration,time_ms,violations,status
0,0,6,INITIAL
1,32,5,NO_IMPROVEMENT
501,625,10810,NO_IMPROVEMENT
1001,880,12,NO_IMPROVEMENT
1501,1141,14410,NO_IMPROVEMENT
2001,1364,9,NO_IMPROVEMENT
2501,1556,3610,NO_IMPROVEMENT
3001,1846,3,NO_IMPROVEMENT
3501,2141,1,NO_IMPROVEMENT
4001,2404,3,NO_IMPROVEMENT
4501,2663,10805,NO_IMPROVEMENT
5001,2831,8,NO_IMPROVEMENT
5501,2928,8,NO_IMPROVEMENT
6001,3028,8,NO_IMPROVEMENT
6501,3124,5,NO_IMPROVEMENT
7001,3295,5,NO_IMPROVEMENT
7501,3458,11,NO_IMPROVEMENT
8001,3567,4,NO_IMPROVEMENT
8501,3685,3,NO_IMPROVEMENT
9001,3827,27016,NO_IMPROVEMENT
9501,3939,2,NO_IMPROVEMENT
10001,4021,2,NO_IMPROVEMENT
10501,4147,2,NO_IMPROVEMENT
10608,4182,0,FINAL
