iteration,time_ms,violations,status
0,0,8,INITIAL
1,56,2,NO_IMPROVEMENT
501,391,9002,NO_IMPROVEMENT
1001,765,2,NO_IMPROVEMENT
1501,1354,1,NO_IMPROVEMENT
2001,1649,3601,NO_IMPROVEMENT
2501,2038,4,NO_IMPROVEMENT
3001,2387,10801,NO_IMPROVEMENT
3501,2639,8,NO_IMPROVEMENT
4001,2900,8,NO_IMPROVEMENT
4501,3037,8,NO_IMPROVEMENT
5001,3186,3,NO_IMPROVEMENT
5501,3410,7203,NO_IMPROVEMENT
6001,3720,9003,NO_IMPROVEMENT
6501,3930,3,NO_IMPROVEMENT
7001,4082,3,NO_IMPROVEMENT
7501,4228,3,NO_IMPROVEMENT
8001,4363,2,NO_IMPROVEMENT
8501,4540,2,NO_IMPROVEMENT
9001,4630,2,NO_IMPROVEMENT
9501,4703,2,NO_IMPROVEMENT
10001,4810,2,NO_IMPROVEMENT
10501,4919,1,NO_IMPROVEMENT
10738,4960,0,FINAL
