iteration,time_ms,violations,status
0,0,11,INITIAL
1,57,9,NO_IMPROVEMENT
501,836,6,NO_IMPROVEMENT
1001,1418,23405,NO_IMPROVEMENT
1501,1883,7205,NO_IMPROVEMENT
2001,2464,7205,NO_IMPROVEMENT
2501,2791,5,NO_IMPROVEMENT
3001,3251,41403,NO_IMPROVEMENT
3501,3827,68402,NO_IMPROVEMENT
4001,4288,59400,NO_IMPROVEMENT
4501,4677,55803,NO_IMPROVEMENT
5001,5130,32406,NO_IMPROVEMENT
5501,5480,16205,NO_IMPROVEMENT
6001,5813,19805,NO_IMPROVEMENT
6501,6139,54004,NO_IMPROVEMENT
7001,6489,12604,NO_IMPROVEMENT
7501,6793,16204,NO_IMPROVEMENT
8001,7099,23406,NO_IMPROVEMENT
8501,7474,27001,NO_IMPROVEMENT
9001,7802,16201,NO_IMPROVEMENT
9501,8038,23402,NO_IMPROVEMENT
10001,8339,21606,NO_IMPROVEMENT
10501,8600,50404,NO_IMPROVEMENT
11001,8977,34205,NO_IMPROVEMENT
11501,9300,52203,NO_IMPROVEMENT
12001,9615,37804,NO_IMPROVEMENT
12501,9978,39602,NO_IMPROVEMENT
13001,10312,7202,NO_IMPROVEMENT
13501,10643,57601,NO_IMPROVEMENT
14001,11029,23401,NO_IMPROVEMENT
14501,11315,34201,NO_IMPROVEMENT
15001,11616,28801,NO_IMPROVEMENT
15501,11947,32402,NO_IMPROVEMENT
16001,12238,10803,NO_IMPROVEMENT
16501,12527,21603,NO_IMPROVEMENT
17001,12865,18005,NO_IMPROVEMENT
17501,13184,37802,NO_IMPROVEMENT
18001,13520,10802,NO_IMPROVEMENT
18501,13811,2,NO_IMPROVEMENT
19001,13956,2,NO_IMPROVEMENT
19501,14205,14402,NO_IMPROVEMENT
20001,14524,45002,NO_IMPROVEMENT
20501,14912,34205,NO_IMPROVEMENT
21001,15289,43209,NO_IMPROVEMENT
21501,15604,43208,NO_IMPROVEMENT
22001,15927,57608,NO_IMPROVEMENT
22501,16299,52206,NO_IMPROVEMENT
23001,16685,9008,NO_IMPROVEMENT
23501,16992,27004,NO_IMPROVEMENT
24001,17328,23406,NO_IMPROVEMENT
24501,17662,55805,NO_IMPROVEMENT
25001,18090,43207,NO_IMPROVEMENT
25501,18425,41403,NO_IMPROVEMENT
26001,18743,36003,NO_IMPROVEMENT
26501,19082,54003,NO_IMPROVEMENT
27001,19447,54000,NO_IMPROVEMENT
27501,19806,50400,NO_IMPROVEMENT
28001,20238,36000,NO_IMPROVEMENT
28501,20645,45005,NO_IMPROVEMENT
29001,20984,34203,NO_IMPROVEMENT
29501,21313,27002,NO_IMPROVEMENT
30001,21620,30600,NO_IMPROVEMENT
30205,21781,0,FINAL
