iteration,time_ms,violations,status
0,0,11,INITIAL
1,37,7208,NO_IMPROVEMENT
501,1162,14406,NO_IMPROVEMENT
1001,1900,21608,NO_IMPROVEMENT
1501,2404,46807,NO_IMPROVEMENT
2001,2921,23408,NO_IMPROVEMENT
2501,3371,43208,NO_IMPROVEMENT
3001,3812,9008,NO_IMPROVEMENT
3501,4159,10807,NO_IMPROVEMENT
4001,4582,10808,NO_IMPROVEMENT
4501,5033,66607,NO_IMPROVEMENT
5001,5355,25207,NO_IMPROVEMENT
5501,5677,21606,NO_IMPROVEMENT
6001,5987,55806,NO_IMPROVEMENT
6501,6284,21606,NO_IMPROVEMENT
7001,6600,39606,NO_IMPROVEMENT
7501,6941,18006,NO_IMPROVEMENT
8001,7246,25206,NO_IMPROVEMENT
8501,7577,46806,NO_IMPROVEMENT
9001,7960,30608,NO_IMPROVEMENT
9501,8351,48603,NO_IMPROVEMENT
10001,8702,37803,NO_IMPROVEMENT
10501,9007,21604,NO_IMPROVEMENT
11001,9323,32405,NO_IMPROVEMENT
11501,9656,25204,NO_IMPROVEMENT
12001,9998,48605,NO_IMPROVEMENT
12501,10335,36003,NO_IMPROVEMENT
13001,10675,48603,NO_IMPROVEMENT
13501,11005,27003,NO_IMPROVEMENT
14001,11338,18008,NO_IMPROVEMENT
14501,11630,32405,NO_IMPROVEMENT
15001,11944,10805,NO_IMPROVEMENT
15501,12237,16207,NO_IMPROVEMENT
16001,12514,39606,NO_IMPROVEMENT
16501,12838,4,NO_IMPROVEMENT
17001,13063,4,NO_IMPROVEMENT
17501,13281,5404,NO_IMPROVEMENT
18001,13517,34204,NO_IMPROVEMENT
18501,13841,12605,NO_IMPROVEMENT
19001,14125,16204,NO_IMPROVEMENT
19501,14410,18004,NO_IMPROVEMENT
20001,14683,7204,NO_IMPROVEMENT
20501,14811,4,NO_IMPROVEMENT
21001,14881,9,NO_IMPROVEMENT
21501,15081,9,NO_IMPROVEMENT
22001,15379,25209,NO_IMPROVEMENT
22501,15666,18009,NO_IMPROVEMENT
23001,15960,45008,NO_IMPROVEMENT
23501,16245,41407,NO_IMPROVEMENT
24001,16530,18006,NO_IMPROVEMENT
24501,16704,9006,NO_IMPROVEMENT
25001,16874,10806,NO_IMPROVEMENT
25501,17179,34207,NO_IMPROVEMENT
26001,17477,5404,NO_IMPROVEMENT
26501,17815,4,NO_IMPROVEMENT
27001,18135,30606,NO_IMPROVEMENT
27501,18474,25204,NO_IMPROVEMENT
28001,18867,27004,NO_IMPROVEMENT
28501,19277,36004,NO_IMPROVEMENT
29001,19590,16204,NO_IMPROVEMENT
29501,19904,37805,NO_IMPROVEMENT
30001,20229,37805,NO_IMPROVEMENT
30501,20571,61204,NO_IMPROVEMENT
31001,20907,14406,NO_IMPROVEMENT
31501,21128,18009,NO_IMPROVEMENT
32001,21372,28806,NO_IMPROVEMENT
32501,21724,32406,NO_IMPROVEMENT
33001,22001,37809,NO_IMPROVEMENT
33501,22241,16209,NO_IMPROVEMENT
34001,22450,21610,NO_IMPROVEMENT
34501,22699,23411,NO_IMPROVEMENT
35001,22969,12610,NO_IMPROVEMENT
35501,23322,21612,NO_IMPROVEMENT
36001,23645,21607,NO_IMPROVEMENT
36501,23941,7207,NO_IMPROVEMENT
37001,24138,7211,NO_IMPROVEMENT
37501,24290,7,NO_IMPROVEMENT
38001,24434,7,NO_IMPROVEMENT
38501,24677,23407,NO_IMPROVEMENT
39001,24955,18007,NO_IMPROVEMENT
39501,25223,18005,NO_IMPROVEMENT
