iteration,time_ms,violations,status
0,0,9,INITIAL
1,48,8,NO_IMPROVEMENT
501,551,1813,NO_IMPROVEMENT
1001,1492,37810,NO_IMPROVEMENT
1501,2125,43210,NO_IMPROVEMENT
2001,2908,61212,NO_IMPROVEMENT
2501,3584,45012,NO_IMPROVEMENT
3001,4068,30612,NO_IMPROVEMENT
3501,4404,21609,NO_IMPROVEMENT
4001,4718,23409,NO_IMPROVEMENT
4501,5089,39609,NO_IMPROVEMENT
5001,5398,55810,NO_IMPROVEMENT
5501,5684,66609,NO_IMPROVEMENT
6001,5964,18008,NO_IMPROVEMENT
6501,6234,14408,NO_IMPROVEMENT
7001,6584,61208,NO_IMPROVEMENT
7501,6905,37809,NO_IMPROVEMENT
8001,7245,25208,NO_IMPROVEMENT
8501,7602,45007,NO_IMPROVEMENT
9001,7952,63006,NO_IMPROVEMENT
9501,8267,34206,NO_IMPROVEMENT
10001,8602,88206,NO_IMPROVEMENT
10501,8984,64806,NO_IMPROVEMENT
11001,9297,30606,NO_IMPROVEMENT
11501,9603,37805,NO_IMPROVEMENT
12001,9914,48601,NO_IMPROVEMENT
12501,10301,48600,NO_IMPROVEMENT
13001,10710,72001,NO_IMPROVEMENT
13501,11041,39601,NO_IMPROVEMENT
14001,11392,59401,NO_IMPROVEMENT
14501,11739,84600,NO_IMPROVEMENT
15001,12073,82802,NO_IMPROVEMENT
15501,12388,41401,NO_IMPROVEMENT
16001,12706,48600,NO_IMPROVEMENT
16501,13054,41401,NO_IMPROVEMENT
17001,13354,66601,NO_IMPROVEMENT
17501,13676,54001,NO_IMPROVEMENT
18001,14076,57601,NO_IMPROVEMENT
18501,14428,36001,NO_IMPROVEMENT
19001,14765,52201,NO_IMPROVEMENT
19501,15104,61200,NO_IMPROVEMENT
20001,15490,39601,NO_IMPROVEMENT
20501,15843,48600,NO_IMPROVEMENT
21001,16256,54001,NO_IMPROVEMENT
21501,16627,36003,NO_IMPROVEMENT
22001,17006,50411,NO_IMPROVEMENT
22501,17336,70203,NO_IMPROVEMENT
23001,17742,39603,NO_IMPROVEMENT
23501,18032,36003,NO_IMPROVEMENT
24001,18323,19804,NO_IMPROVEMENT
24501,18655,55804,NO_IMPROVEMENT
25001,19054,23403,NO_IMPROVEMENT
25501,19336,9003,NO_IMPROVEMENT
26001,19630,36003,NO_IMPROVEMENT
26501,19881,3,NO_IMPROVEMENT
27001,20047,39603,NO_IMPROVEMENT
27501,20361,19803,NO_IMPROVEMENT
28001,20556,3,NO_IMPROVEMENT
28501,20727,5,NO_IMPROVEMENT
29001,20986,23405,NO_IMPROVEMENT
29501,21282,21605,NO_IMPROVEMENT
30001,21559,34204,NO_IMPROVEMENT
30501,21787,27010,NO_IMPROVEMENT
31001,21982,13,NO_IMPROVEMENT
31501,22066,13,NO_IMPROVEMENT
32001,22193,25225,NO_IMPROVEMENT
32501,22489,19811,NO_IMPROVEMENT
33001,22802,21611,NO_IMPROVEMENT
33501,23116,10813,NO_IMPROVEMENT
34001,23427,30612,NO_IMPROVEMENT
34501,23747,23408,NO_IMPROVEMENT
35001,24100,45004,NO_IMPROVEMENT
35501,24394,16204,NO_IMPROVEMENT
36001,24719,18004,NO_IMPROVEMENT
36501,25046,7202,NO_IMPROVEMENT
37001,25312,9002,NO_IMPROVEMENT
37501,25523,10810,NO_IMPROVEMENT
38001,25794,16204,NO_IMPROVEMENT
38501,26084,1,NO_IMPROVEMENT
39001,26345,36002,NO_IMPROVEMENT
39501,26722,14400,NO_IMPROVEMENT
39519,26734,0,FINAL
