iteration,time_ms,violations,status
0,0,11,INITIAL
1,28,10,NO_IMPROVEMENT
501,235,15,NO_IMPROVEMENT
1001,531,13,NO_IMPROVEMENT
1501,715,13,NO_IMPROVEMENT
2001,865,10,NO_IMPROVEMENT
2501,1027,11,NO_IMPROVEMENT
3001,1164,13,NO_IMPROVEMENT
3501,1311,13,NO_IMPROVEMENT
4001,1510,8,NO_IMPROVEMENT
4501,1738,6,NO_IMPROVEMENT
5001,1831,4,NO_IMPROVEMENT
5501,1908,5405,NO_IMPROVEMENT
6001,2004,2,NO_IMPROVEMENT
6501,2082,5405,NO_IMPROVEMENT
7001,2186,4,NO_IMPROVEMENT
7501,2282,14415,NO_IMPROVEMENT
8001,2395,5,NO_IMPROVEMENT
8501,2478,10,NO_IMPROVEMENT
9001,2590,9,NO_IMPROVEMENT
9501,2677,5,NO_IMPROVEMENT
10001,2757,4,NO_IMPROVEMENT
10501,2870,14406,NO_IMPROVEMENT
11001,2978,2,NO_IMPROVEMENT
11501,3065,2,NO_IMPROVEMENT
12001,3149,2,NO_IMPROVEMENT
12501,3232,5,NO_IMPROVEMENT
13001,3296,3,NO_IMPROVEMENT
13501,3392,4,NO_IMPROVEMENT
14001,3477,3,NO_IMPROVEMENT
14501,3568,4,NO_IMPROVEMENT
15001,3662,7,NO_IMPROVEMENT
15501,3790,12607,NO_IMPROVEMENT
16001,3994,7,NO_IMPROVEMENT
16501,4261,1807,NO_IMPROVEMENT
17001,4526,5,NO_IMPROVEMENT
17501,4612,13,NO_IMPROVEMENT
18001,4694,5419,NO_IMPROVEMENT
18501,4798,17,NO_IMPROVEMENT
19001,4883,12,NO_IMPROVEMENT
19501,5120,6,NO_IMPROVEMENT
20001,5251,12,NO_IMPROVEMENT
20501,5347,7,NO_IMPROVEMENT
21001,5434,6,NO_IMPROVEMENT
21501,5530,6,NO_IMPROVEMENT
22001,5642,5,NO_IMPROVEMENT
22501,5740,7,NO_IMPROVEMENT
23001,5836,12603,NO_IMPROVEMENT
23501,5931,3,NO_IMPROVEMENT
24001,6017,4,NO_IMPROVEMENT
24501,6103,5410,NO_IMPROVEMENT
25001,6181,13,NO_IMPROVEMENT
25501,6262,9,NO_IMPROVEMENT
26001,6358,10,NO_IMPROVEMENT
26501,6447,10,NO_IMPROVEMENT
27001,6533,9,NO_IMPROVEMENT
27501,6640,9,NO_IMPROVEMENT
28001,6718,13,NO_IMPROVEMENT
28501,6796,11,NO_IMPROVEMENT
29001,6862,9,NO_IMPROVEMENT
29501,6954,11,NO_IMPROVEMENT
30001,7045,9,NO_IMPROVEMENT
30501,7146,9006,NO_IMPROVEMENT
31001,7238,7,NO_IMPROVEMENT
31501,7328,10,NO_IMPROVEMENT
32001,7404,13,NO_IMPROVEMENT
32501,7491,16,NO_IMPROVEMENT
33001,7572,19,NO_IMPROVEMENT
33501,7666,16,NO_IMPROVEMENT
34001,7756,12,NO_IMPROVEMENT
34501,7827,12,NO_IMPROVEMENT
35001,7899,10,NO_IMPROVEMENT
35501,7979,9,NO_IMPROVEMENT
36001,8079,6,NO_IMPROVEMENT
36501,8162,6,NO_IMPROVEMENT
37001,8236,6,NO_IMPROVEMENT
37501,8306,9,NO_IMPROVEMENT
38001,8390,6,NO_IMPROVEMENT
38501,8462,16,NO_IMPROVEMENT
39001,8555,18,NO_IMPROVEMENT
39501,8644,13,NO_IMPROVEMENT
40001,8749,7,NO_IMPROVEMENT
40501,8827,7,NO_IMPROVEMENT
41001,8912,8,NO_IMPROVEMENT
41501,9005,8,NO_IMPROVEMENT
42001,9086,9,NO_IMPROVEMENT
42501,9167,3,NO_IMPROVEMENT
43001,9234,5,NO_IMPROVEMENT
43501,9304,5410,NO_IMPROVEMENT
44001,9391,7208,NO_IMPROVEMENT
44501,9509,2,NO_IMPROVEMENT
44564,9518,0,FINAL
