iteration,time_ms,violations,status
0,0,33,INITIAL
1,61,29,NO_IMPROVEMENT
501,1684,9,NO_IMPROVEMENT
1001,3162,6,NO_IMPROVEMENT
1501,3685,6,NO_IMPROVEMENT
2001,3907,2,NO_IMPROVEMENT
2501,4045,2,NO_IMPROVEMENT
3001,4308,6,NO_IMPROVEMENT
3501,4511,6,NO_IMPROVEMENT
4001,4708,7,NO_IMPROVEMENT
4501,4935,6,NO_IMPROVEMENT
5001,5139,6,NO_IMPROVEMENT
5501,5262,4,NO_IMPROVEMENT
6001,5440,5,NO_IMPROVEMENT
6501,5627,4,NO_IMPROVEMENT
7001,5873,5,NO_IMPROVEMENT
7501,6032,3,NO_IMPROVEMENT
8001,6203,6,NO_IMPROVEMENT
8501,6332,9,NO_IMPROVEMENT
9001,6670,4,NO_IMPROVEMENT
9501,6832,3,NO_IMPROVEMENT
10001,6971,7212,NO_IMPROVEMENT
10501,7118,6,NO_IMPROVEMENT
11001,7262,6,NO_IMPROVEMENT
11501,7453,6,NO_IMPROVEMENT
12001,7789,5,NO_IMPROVEMENT
12501,7973,5,NO_IMPROVEMENT
13001,8177,4,NO_IMPROVEMENT
13501,8360,6,NO_IMPROVEMENT
14001,8518,4,NO_IMPROVEMENT
14501,8716,3,NO_IMPROVEMENT
15001,8941,1804,NO_IMPROVEMENT
15501,9141,4,NO_IMPROVEMENT
16001,9391,4,NO_IMPROVEMENT
16501,9509,1,NO_IMPROVEMENT
17001,9686,1,NO_IMPROVEMENT
17501,9826,1,NO_IMPROVEMENT
18001,10020,1,NO_IMPROVEMENT
18501,10260,5,NO_IMPROVEMENT
19001,10425,1,NO_IMPROVEMENT
19501,10586,2,NO_IMPROVEMENT
20001,10734,6,NO_IMPROVEMENT
20501,10898,6,NO_IMPROVEMENT
21001,11091,6,NO_IMPROVEMENT
21501,11261,6,NO_IMPROVEMENT
22001,11412,7,NO_IMPROVEMENT
22501,11597,5,NO_IMPROVEMENT
23001,11737,5,NO_IMPROVEMENT
23501,11853,8,NO_IMPROVEMENT
24001,11998,8,NO_IMPROVEMENT
24501,12124,7,NO_IMPROVEMENT
25001,12257,4,NO_IMPROVEMENT
25501,12401,4,NO_IMPROVEMENT
26001,12633,4,NO_IMPROVEMENT
26501,12779,3,NO_IMPROVEMENT
27001,12921,3605,NO_IMPROVEMENT
27501,13143,4,NO_IMPROVEMENT
28001,13307,32404,NO_IMPROVEMENT
28501,13442,4,NO_IMPROVEMENT
29001,13597,4,NO_IMPROVEMENT
29501,13788,4,NO_IMPROVEMENT
30001,13985,30609,NO_IMPROVEMENT
30501,14120,4,NO_IMPROVEMENT
31001,14260,4,NO_IMPROVEMENT
31501,14442,1,NO_IMPROVEMENT
32001,14616,1,NO_IMPROVEMENT
32501,14744,1,NO_IMPROVEMENT
33001,14923,1,NO_IMPROVEMENT
33501,15086,1,NO_IMPROVEMENT
34001,15237,1,NO_IMPROVEMENT
34501,15370,2,NO_IMPROVEMENT
35001,15527,2,NO_IMPROVEMENT
35501,15679,2,NO_IMPROVEMENT
36001,15858,2,NO_IMPROVEMENT
36501,16023,10802,NO_IMPROVEMENT
37001,16155,2,NO_IMPROVEMENT
37501,16296,2,NO_IMPROVEMENT
38001,16421,2,NO_IMPROVEMENT
38501,16555,3,NO_IMPROVEMENT
39001,16711,3,NO_IMPROVEMENT
39501,16882,4,NO_IMPROVEMENT
40001,17057,3,NO_IMPROVEMENT
40501,17277,4,NO_IMPROVEMENT
41001,17414,4,NO_IMPROVEMENT
41501,17597,1,NO_IMPROVEMENT
42001,17726,2,NO_IMPROVEMENT
42501,17872,2,NO_IMPROVEMENT
43001,18004,2,NO_IMPROVEMENT
43501,18191,2,NO_IMPROVEMENT
44001,18403,2,NO_IMPROVEMENT
44501,18546,1,NO_IMPROVEMENT
45001,19041,1,NO_IMPROVEMENT
45501,21449,1,NO_IMPROVEMENT
46001,21947,1,NO_IMPROVEMENT
46501,22082,2,NO_IMPROVEMENT
47001,22755,4,NO_IMPROVEMENT
47501,23557,4,NO_IMPROVEMENT
48001,24208,6,NO_IMPROVEMENT
48501,24824,12606,NO_IMPROVEMENT
49001,25174,9,NO_IMPROVEMENT
49501,25367,7,NO_IMPROVEMENT
50001,25488,7,NO_IMPROVEMENT
50501,25648,3,NO_IMPROVEMENT
51001,25769,3,NO_IMPROVEMENT
51501,25940,2,NO_IMPROVEMENT
52001,26147,2,NO_IMPROVEMENT
52501,26300,2,NO_IMPROVEMENT
53001,26422,5,NO_IMPROVEMENT
53501,26597,3,NO_IMPROVEMENT
53869,26727,0,FINAL
