iteration,time_ms,violations,status
0,0,16,INITIAL
1,59,13,NO_IMPROVEMENT
501,286,13,NO_IMPROVEMENT
1001,519,13,NO_IMPROVEMENT
1501,714,28,NO_IMPROVEMENT
2001,1117,11,NO_IMPROVEMENT
2501,1209,17,NO_IMPROVEMENT
3001,1315,10,NO_IMPROVEMENT
3501,1501,13,NO_IMPROVEMENT
4001,1696,15,NO_IMPROVEMENT
4501,1871,7,NO_IMPROVEMENT
5001,2033,18,NO_IMPROVEMENT
5501,2203,10,NO_IMPROVEMENT
6001,2371,16,NO_IMPROVEMENT
6501,2428,12,NO_IMPROVEMENT
7001,2479,10,NO_IMPROVEMENT
7501,2574,15,NO_IMPROVEMENT
8001,2666,7,NO_IMPROVEMENT
8501,2722,12,NO_IMPROVEMENT
9001,2820,8,NO_IMPROVEMENT
9501,2907,8,NO_IMPROVEMENT
10001,2996,14,NO_IMPROVEMENT
10501,3055,9,NO_IMPROVEMENT
11001,3115,15,NO_IMPROVEMENT
11501,3181,7,NO_IMPROVEMENT
12001,3265,9,NO_IMPROVEMENT
12501,3344,5,NO_IMPROVEMENT
13001,3426,11,NO_IMPROVEMENT
13501,3502,16,NO_IMPROVEMENT
14001,3579,15,NO_IMPROVEMENT
14501,3665,11,NO_IMPROVEMENT
15001,3717,13,NO_IMPROVEMENT
15501,3770,8,NO_IMPROVEMENT
16001,3828,16,NO_IMPROVEMENT
16501,3889,15,NO_IMPROVEMENT
17001,3938,12,NO_IMPROVEMENT
17501,3986,11,NO_IMPROVEMENT
18001,4028,10,NO_IMPROVEMENT
18501,4067,17,NO_IMPROVEMENT
19001,4109,20,NO_IMPROVEMENT
19501,4154,20,NO_IMPROVEMENT
20001,4200,24,NO_IMPROVEMENT
20501,4239,28,NO_IMPROVEMENT
21001,4282,13,NO_IMPROVEMENT
21501,4323,8,NO_IMPROVEMENT
22001,4374,6,NO_IMPROVEMENT
22501,4419,1,NO_IMPROVEMENT
23001,4492,20,NO_IMPROVEMENT
23501,4552,14,NO_IMPROVEMENT
24001,4606,19,NO_IMPROVEMENT
24501,4653,18,NO_IMPROVEMENT
25001,4704,14,NO_IMPROVEMENT
25501,4753,19,NO_IMPROVEMENT
26001,4799,13,NO_IMPROVEMENT
26501,4855,8,NO_IMPROVEMENT
27001,4900,7,NO_IMPROVEMENT
27501,4952,18,NO_IMPROVEMENT
28001,5005,9,NO_IMPROVEMENT
28501,5048,12,NO_IMPROVEMENT
28689,5068,0,FINAL
