iteration,time_ms,violations,status
0,0,8,INITIAL
1,35,6,NO_IMPROVEMENT
501,359,7,NO_IMPROVEMENT
1001,520,6,NO_IMPROVEMENT
1501,702,8,NO_IMPROVEMENT
2001,893,5,NO_IMPROVEMENT
2501,1024,9,NO_IMPROVEMENT
3001,1254,5,NO_IMPROVEMENT
3501,1479,10,NO_IMPROVEMENT
4001,1657,14,NO_IMPROVEMENT
4501,1782,8,NO_IMPROVEMENT
5001,1892,11,NO_IMPROVEMENT
5501,2002,6,NO_IMPROVEMENT
6001,2105,10,NO_IMPROVEMENT
6501,2214,7,NO_IMPROVEMENT
7001,2300,7,NO_IMPROVEMENT
7501,2404,10,NO_IMPROVEMENT
8001,2522,8,NO_IMPROVEMENT
8501,2633,11,NO_IMPROVEMENT
9001,2739,6,NO_IMPROVEMENT
9501,2878,5,NO_IMPROVEMENT
10001,2982,2,NO_IMPROVEMENT
10501,3092,2,NO_IMPROVEMENT
10903,3164,0,FINAL
