iteration,time_ms,violations,status
0,0,34,INITIAL
1,71,33,NO_IMPROVEMENT
501,1212,10,NO_IMPROVEMENT
1001,1568,15,NO_IMPROVEMENT
1501,2073,10,NO_IMPROVEMENT
2001,2505,6,NO_IMPROVEMENT
2501,2853,7,NO_IMPROVEMENT
3001,3254,7,NO_IMPROVEMENT
3501,3457,5,NO_IMPROVEMENT
4001,3622,3,NO_IMPROVEMENT
4501,3787,6,NO_IMPROVEMENT
5001,3971,3,NO_IMPROVEMENT
5501,4163,3,NO_IMPROVEMENT
6001,4426,3,NO_IMPROVEMENT
6501,4623,4,NO_IMPROVEMENT
7001,4795,5,NO_IMPROVEMENT
7501,4930,4,NO_IMPROVEMENT
8001,5123,5,NO_IMPROVEMENT
8501,5267,3,NO_IMPROVEMENT
9001,5462,6,NO_IMPROVEMENT
9501,5654,1,NO_IMPROVEMENT
10001,5798,3,NO_IMPROVEMENT
10501,5982,4,NO_IMPROVEMENT
11001,6194,5,NO_IMPROVEMENT
11501,6366,3,NO_IMPROVEMENT
12001,7329,10816,NO_IMPROVEMENT
12501,7991,5,NO_IMPROVEMENT
13001,8243,6,NO_IMPROVEMENT
13501,8530,7,NO_IMPROVEMENT
14001,8782,4,NO_IMPROVEMENT
14501,9025,6,NO_IMPROVEMENT
15001,9251,6,NO_IMPROVEMENT
15501,9442,5409,NO_IMPROVEMENT
16001,9637,2,NO_IMPROVEMENT
16501,9822,14408,NO_IMPROVEMENT
17001,9973,4,NO_IMPROVEMENT
17501,10113,2,NO_IMPROVEMENT
18001,10543,2,NO_IMPROVEMENT
18501,10727,1,NO_IMPROVEMENT
19001,10862,1,NO_IMPROVEMENT
19501,11052,2,NO_IMPROVEMENT
20001,11276,12602,NO_IMPROVEMENT
20501,11984,2,NO_IMPROVEMENT
21001,12760,2,NO_IMPROVEMENT
21501,13478,2,NO_IMPROVEMENT
22001,13655,4,NO_IMPROVEMENT
22501,13838,3,NO_IMPROVEMENT
23001,14072,1,NO_IMPROVEMENT
23501,14250,1,NO_IMPROVEMENT
24001,14379,1,NO_IMPROVEMENT
24501,14582,19803,NO_IMPROVEMENT
25001,14747,1,NO_IMPROVEMENT
25124,14786,0,FINAL
