iteration,time_ms,violations,status
0,0,2,INITIAL
1,6,2,NO_IMPROVEMENT
501,25,2,NO_IMPROVEMENT
1001,40,2,NO_IMPROVEMENT
1501,53,2,NO_IMPROVEMENT
2001,66,2,NO_IMPROVEMENT
2501,77,2,NO_IMPROVEMENT
3001,87,2,NO_IMPROVEMENT
3501,99,2,NO_IMPROVEMENT
4001,109,2,NO_IMPROVEMENT
4501,122,3,NO_IMPROVEMENT
5001,135,2,NO_IMPROVEMENT
5501,146,2,NO_IMPROVEMENT
6001,158,2,NO_IMPROVEMENT
6501,168,2,NO_IMPROVEMENT
7001,180,2,NO_IMPROVEMENT
7501,190,2,NO_IMPROVEMENT
8001,199,2,NO_IMPROVEMENT
8501,209,3,NO_IMPROVEMENT
9001,220,2,NO_IMPROVEMENT
9501,231,2,NO_IMPROVEMENT
10001,242,2,NO_IMPROVEMENT
10501,252,3,NO_IMPROVEMENT
11001,262,2,NO_IMPROVEMENT
11501,277,2,NO_IMPROVEMENT
12001,308,2,NO_IMPROVEMENT
12501,337,2,NO_IMPROVEMENT
13001,365,2,NO_IMPROVEMENT
13501,392,2,NO_IMPROVEMENT
14001,422,2,NO_IMPROVEMENT
14501,454,2,NO_IMPROVEMENT
15001,482,2,NO_IMPROVEMENT
15501,513,2,NO_IMPROVEMENT
16001,541,2,NO_IMPROVEMENT
16501,572,2,NO_IMPROVEMENT
17001,601,2,NO_IMPROVEMENT
17501,629,2,NO_IMPROVEMENT
18001,657,2,NO_IMPROVEMENT
18501,685,2,NO_IMPROVEMENT
19001,711,2,NO_IMPROVEMENT
19501,725,2,NO_IMPROVEMENT
20001,732,2,NO_IMPROVEMENT
20501,736,2,NO_IMPROVEMENT
21001,741,2,NO_IMPROVEMENT
21501,746,2,NO_IMPROVEMENT
22001,750,2,NO_IMPROVEMENT
22501,755,2,NO_IMPROVEMENT
23001,760,2,NO_IMPROVEMENT
23501,765,2,NO_IMPROVEMENT
24001,768,2,NO_IMPROVEMENT
24501,774,2,NO_IMPROVEMENT
25001,779,3,NO_IMPROVEMENT
25501,784,2,NO_IMPROVEMENT
26001,791,3,NO_IMPROVEMENT
26501,798,2,NO_IMPROVEMENT
27001,804,2,NO_IMPROVEMENT
27501,811,2,NO_IMPROVEMENT
28001,817,2,NO_IMPROVEMENT
28501,823,2,NO_IMPROVEMENT
29001,831,2,NO_IMPROVEMENT
29501,838,2,NO_IMPROVEMENT
30001,846,2,NO_IMPROVEMENT
30501,858,2,NO_IMPROVEMENT
31001,871,2,NO_IMPROVEMENT
31501,884,2,NO_IMPROVEMENT
32001,898,3,NO_IMPROVEMENT
32501,915,2,NO_IMPROVEMENT
33001,929,2,NO_IMPROVEMENT
33501,942,2,NO_IMPROVEMENT
34001,955,2,NO_IMPROVEMENT
34501,967,2,NO_IMPROVEMENT
35001,980,2,NO_IMPROVEMENT
35501,992,2,NO_IMPROVEMENT
36001,1006,2,NO_IMPROVEMENT
36501,1017,2,NO_IMPROVEMENT
37001,1030,2,NO_IMPROVEMENT
37501,1044,2,NO_IMPROVEMENT
38001,1061,2,NO_IMPROVEMENT
38501,1077,2,NO_IMPROVEMENT
39001,1090,2,NO_IMPROVEMENT
39501,1106,3,NO_IMPROVEMENT
40001,1123,2,NO_IMPROVEMENT
40501,1140,2,NO_IMPROVEMENT
41001,1155,2,NO_IMPROVEMENT
41501,1172,2,NO_IMPROVEMENT
42001,1189,2,NO_IMPROVEMENT
42501,1205,2,NO_IMPROVEMENT
43001,1221,3,NO_IMPROVEMENT
43501,1236,2,NO_IMPROVEMENT
44001,1250,2,NO_IMPROVEMENT
44501,1266,3,NO_IMPROVEMENT
45001,1280,2,NO_IMPROVEMENT
45501,1296,2,NO_IMPROVEMENT
46001,1311,2,NO_IMPROVEMENT
46501,1323,2,NO_IMPROVEMENT
47001,1335,2,NO_IMPROVEMENT
47501,1350,2,NO_IMPROVEMENT
48001,1368,2,NO_IMPROVEMENT
48501,1382,2,NO_IMPROVEMENT
49001,1397,2,NO_IMPROVEMENT
49501,1413,3,NO_IMPROVEMENT
50001,1431,2,NO_IMPROVEMENT
50501,1449,2,NO_IMPROVEMENT
51001,1464,2,NO_IMPROVEMENT
51501,1480,2,NO_IMPROVEMENT
52001,1498,2,NO_IMPROVEMENT
52501,1515,2,NO_IMPROVEMENT
53001,1530,2,NO_IMPROVEMENT
53501,1543,2,NO_IMPROVEMENT
54001,1557,2,NO_IMPROVEMENT
