iteration,time_ms,violations,status
0,0,6,INITIAL
1,62,5,NO_IMPROVEMENT
501,429,2,NO_IMPROVEMENT
1001,1024,2,NO_IMPROVEMENT
1501,1266,1,NO_IMPROVEMENT
2001,1446,12608,NO_IMPROVEMENT
2501,1732,4,NO_IMPROVEMENT
3001,2029,6,NO_IMPROVEMENT
3501,2310,5,NO_IMPROVEMENT
4001,2500,3,NO_IMPROVEMENT
4501,2607,2,NO_IMPROVEMENT
5001,2718,2,NO_IMPROVEMENT
5501,2825,4,NO_IMPROVEMENT
6001,2940,10808,NO_IMPROVEMENT
6501,3042,7,NO_IMPROVEMENT
7001,3176,7,NO_IMPROVEMENT
7501,3291,8,NO_IMPROVEMENT
8001,3394,9,NO_IMPROVEMENT
8501,3506,9,NO_IMPROVEMENT
9001,3646,5,NO_IMPROVEMENT
9501,3808,7,NO_IMPROVEMENT
10001,3999,8,NO_IMPROVEMENT
10501,4133,7,NO_IMPROVEMENT
11001,4245,9,NO_IMPROVEMENT
11501,4385,4,NO_IMPROVEMENT
12001,4516,6,NO_IMPROVEMENT
12501,4625,3,NO_IMPROVEMENT
13001,4737,5,NO_IMPROVEMENT
13501,4849,6,NO_IMPROVEMENT
14001,4951,2,NO_IMPROVEMENT
14501,5058,8,NO_IMPROVEMENT
15001,5152,6,NO_IMPROVEMENT
15501,5248,14,NO_IMPROVEMENT
16001,5367,8,NO_IMPROVEMENT
16501,5460,8,NO_IMPROVEMENT
17001,5579,5,NO_IMPROVEMENT
17501,5700,3,NO_IMPROVEMENT
18001,5828,9,NO_IMPROVEMENT
18501,5938,12,NO_IMPROVEMENT
19001,6074,7,NO_IMPROVEMENT
19501,6198,4,NO_IMPROVEMENT
20001,6293,7,NO_IMPROVEMENT
20501,6400,4,NO_IMPROVEMENT
21001,6488,7210,NO_IMPROVEMENT
21501,6603,4,NO_IMPROVEMENT
22001,6708,4,NO_IMPROVEMENT
22501,6825,5403,NO_IMPROVEMENT
23001,6931,2,NO_IMPROVEMENT
23501,7037,1,NO_IMPROVEMENT
24001,7148,2,NO_IMPROVEMENT
24501,7254,2,NO_IMPROVEMENT
25001,7347,6,NO_IMPROVEMENT
25501,7448,5,NO_IMPROVEMENT
26001,7538,2,NO_IMPROVEMENT
26501,7667,1,NO_IMPROVEMENT
27001,7797,3601,NO_IMPROVEMENT
27501,7879,6,NO_IMPROVEMENT
28001,7982,11,NO_IMPROVEMENT
28501,8079,9,NO_IMPROVEMENT
29001,8243,7,NO_IMPROVEMENT
29501,8341,2,NO_IMPROVEMENT
30001,8433,4,NO_IMPROVEMENT
30501,8523,10812,NO_IMPROVEMENT
31001,8624,4,NO_IMPROVEMENT
31501,8730,7,NO_IMPROVEMENT
32001,8829,11,NO_IMPROVEMENT
32501,8918,8,NO_IMPROVEMENT
33001,9020,3,NO_IMPROVEMENT
33501,9147,3,NO_IMPROVEMENT
34001,9232,5,NO_IMPROVEMENT
34501,9352,5,NO_IMPROVEMENT
35001,9471,6,NO_IMPROVEMENT
35501,9555,8,NO_IMPROVEMENT
36001,9634,11,NO_IMPROVEMENT
36501,9716,10,NO_IMPROVEMENT
37001,9816,8,NO_IMPROVEMENT
37501,9908,5,NO_IMPROVEMENT
38001,9988,5,NO_IMPROVEMENT
38501,10077,5,NO_IMPROVEMENT
39001,10168,6,NO_IMPROVEMENT
39501,10270,9,NO_IMPROVEMENT
40001,10362,7,NO_IMPROVEMENT
40501,10447,7,NO_IMPROVEMENT
41001,10527,8,NO_IMPROVEMENT
41501,10640,11,NO_IMPROVEMENT
42001,10762,21,NO_IMPROVEMENT
42501,10875,16,NO_IMPROVEMENT
43001,11016,10805,NO_IMPROVEMENT
43501,11112,9,NO_IMPROVEMENT
44001,11203,4,NO_IMPROVEMENT
44501,11285,7,NO_IMPROVEMENT
45001,11368,12,NO_IMPROVEMENT
45501,11477,10,NO_IMPROVEMENT
46001,11577,3,NO_IMPROVEMENT
46501,11668,3,NO_IMPROVEMENT
47001,11757,3,NO_IMPROVEMENT
47501,11841,9,NO_IMPROVEMENT
48001,11930,17,NO_IMPROVEMENT
48501,12018,19,NO_IMPROVEMENT
49001,12113,11,NO_IMPROVEMENT
49501,12210,9,NO_IMPROVEMENT
50001,12301,14,NO_IMPROVEMENT
50501,12389,9,NO_IMPROVEMENT
51001,12479,8,NO_IMPROVEMENT
51501,12587,8,NO_IMPROVEMENT
52001,12664,8,NO_IMPROVEMENT
52501,12772,9,NO_IMPROVEMENT
53001,12879,7,NO_IMPROVEMENT
53501,12994,7,NO_IMPROVEMENT
54001,13114,7,NO_IMPROVEMENT
54501,13198,13,NO_IMPROVEMENT
55001,13289,15,NO_IMPROVEMENT
55501,13389,5417,NO_IMPROVEMENT
56001,13480,14,NO_IMPROVEMENT
56501,13584,9,NO_IMPROVEMENT
57001,13675,9,NO_IMPROVEMENT
57501,13773,9,NO_IMPROVEMENT
58001,13876,5,NO_IMPROVEMENT
58183,13920,0,FINAL
