iteration,time_ms,violations,status
0,0,25,INITIAL
1,29,3625,NO_IMPROVEMENT
501,574,7,NO_IMPROVEMENT
1001,782,1806,NO_IMPROVEMENT
1501,1330,6,NO_IMPROVEMENT
2001,1618,1,NO_IMPROVEMENT
2501,1806,1,NO_IMPROVEMENT
3001,2009,4,NO_IMPROVEMENT
3501,2227,5,NO_IMPROVEMENT
4001,2344,6,NO_IMPROVEMENT
4501,2384,4,NO_IMPROVEMENT
5001,2464,4,NO_IMPROVEMENT
5501,2508,4,NO_IMPROVEMENT
6001,2579,4,NO_IMPROVEMENT
6501,2608,3,NO_IMPROVEMENT
7001,2676,2,NO_IMPROVEMENT
7501,2884,3,NO_IMPROVEMENT
8001,3054,3,NO_IMPROVEMENT
8501,3097,2,NO_IMPROVEMENT
9001,3167,25203,NO_IMPROVEMENT
9501,3256,21605,NO_IMPROVEMENT
10001,3390,4,NO_IMPROVEMENT
10501,3486,12602,NO_IMPROVEMENT
11001,3556,7,NO_IMPROVEMENT
11501,3733,2,NO_IMPROVEMENT
11588,3750,0,FINAL
