iteration,time_ms,violations,status
0,0,13,INITIAL
1,35,10,NO_IMPROVEMENT
501,693,3603,NO_IMPROVEMENT
1001,972,3,NO_IMPROVEMENT
1501,1195,9,NO_IMPROVEMENT
2001,1406,2,NO_IMPROVEMENT
2501,1634,2,NO_IMPROVEMENT
3001,1908,3,NO_IMPROVEMENT
3501,2201,1,NO_IMPROVEMENT
4001,2489,7202,NO_IMPROVEMENT
4501,2662,2,NO_IMPROVEMENT
5001,2842,2,NO_IMPROVEMENT
5501,3035,4,NO_IMPROVEMENT
6001,3193,3,NO_IMPROVEMENT
6501,3339,3,NO_IMPROVEMENT
7001,3441,4,NO_IMPROVEMENT
7501,3574,4,NO_IMPROVEMENT
8001,3698,6,NO_IMPROVEMENT
8501,3817,4,NO_IMPROVEMENT
9001,3944,6,NO_IMPROVEMENT
9501,4042,3606,NO_IMPROVEMENT
10001,4136,5419,NO_IMPROVEMENT
10501,4219,10,NO_IMPROVEMENT
11001,4331,7,NO_IMPROVEMENT
11501,4413,5,NO_IMPROVEMENT
12001,4515,7,NO_IMPROVEMENT
12501,4646,6,NO_IMPROVEMENT
13001,4739,4,NO_IMPROVEMENT
13501,4835,4,NO_IMPROVEMENT
14001,4939,4,NO_IMPROVEMENT
14501,5060,4,NO_IMPROVEMENT
15001,5170,4,NO_IMPROVEMENT
15501,5279,4,NO_IMPROVEMENT
16001,5373,4,NO_IMPROVEMENT
16501,5465,6,NO_IMPROVEMENT
17001,5565,16213,NO_IMPROVEMENT
17501,5641,10,NO_IMPROVEMENT
18001,5741,8,NO_IMPROVEMENT
18501,5837,7,NO_IMPROVEMENT
19001,5917,6,NO_IMPROVEMENT
19501,6003,6,NO_IMPROVEMENT
20001,6094,2,NO_IMPROVEMENT
20501,6167,1,NO_IMPROVEMENT
20625,6192,0,FINAL
