iteration,time_ms,violations,status
0,0,14,INITIAL
1,61,8,NO_IMPROVEMENT
501,917,18005,NO_IMPROVEMENT
1001,1590,5402,NO_IMPROVEMENT
1501,2014,41403,NO_IMPROVEMENT
2001,2460,46802,NO_IMPROVEMENT
2501,2903,18002,NO_IMPROVEMENT
3001,3567,32403,NO_IMPROVEMENT
3501,4105,36003,NO_IMPROVEMENT
4001,4465,43203,NO_IMPROVEMENT
4501,4791,43204,NO_IMPROVEMENT
5001,5180,54007,NO_IMPROVEMENT
5501,5549,43207,NO_IMPROVEMENT
6001,5861,7214,NO_IMPROVEMENT
6501,6163,18007,NO_IMPROVEMENT
7001,6510,37806,NO_IMPROVEMENT
7501,6848,32409,NO_IMPROVEMENT
8001,7175,50409,NO_IMPROVEMENT
8501,7474,25208,NO_IMPROVEMENT
9001,7779,23408,NO_IMPROVEMENT
9501,8123,46810,NO_IMPROVEMENT
10001,8520,39609,NO_IMPROVEMENT
10501,8939,46809,NO_IMPROVEMENT
11001,9253,41409,NO_IMPROVEMENT
11501,9557,45008,NO_IMPROVEMENT
12001,9846,28810,NO_IMPROVEMENT
12501,10139,36009,NO_IMPROVEMENT
13001,10451,19809,NO_IMPROVEMENT
13501,10717,64807,NO_IMPROVEMENT
14001,11009,19802,NO_IMPROVEMENT
14501,11282,32401,NO_IMPROVEMENT
15001,11662,43201,NO_IMPROVEMENT
15501,12034,48603,NO_IMPROVEMENT
16001,12399,16202,NO_IMPROVEMENT
16501,12656,2,NO_IMPROVEMENT
17001,12859,28802,NO_IMPROVEMENT
17501,13152,2,NO_IMPROVEMENT
18001,13311,4,NO_IMPROVEMENT
18501,13451,4,NO_IMPROVEMENT
19001,13663,34204,NO_IMPROVEMENT
19501,13860,4,NO_IMPROVEMENT
20001,14091,30604,NO_IMPROVEMENT
20501,14418,18004,NO_IMPROVEMENT
21001,14688,14407,NO_IMPROVEMENT
21501,14995,28805,NO_IMPROVEMENT
22001,15273,3604,NO_IMPROVEMENT
22501,15509,19804,NO_IMPROVEMENT
23001,15813,14404,NO_IMPROVEMENT
23501,16080,30604,NO_IMPROVEMENT
24001,16338,4,NO_IMPROVEMENT
24501,16544,4,NO_IMPROVEMENT
25001,16768,7206,NO_IMPROVEMENT
25501,16976,6,NO_IMPROVEMENT
26001,17225,6,NO_IMPROVEMENT
26501,17400,16206,NO_IMPROVEMENT
27001,17718,27008,NO_IMPROVEMENT
27501,18025,18007,NO_IMPROVEMENT
28001,18318,8,NO_IMPROVEMENT
28501,18475,21608,NO_IMPROVEMENT
29001,18861,21607,NO_IMPROVEMENT
29501,19098,19805,NO_IMPROVEMENT
30001,19399,14405,NO_IMPROVEMENT
30501,19730,25203,NO_IMPROVEMENT
31001,19982,3,NO_IMPROVEMENT
31501,20141,3,NO_IMPROVEMENT
32001,20363,7203,NO_IMPROVEMENT
32501,20739,27003,NO_IMPROVEMENT
33001,21106,34205,NO_IMPROVEMENT
33501,21499,3,NO_IMPROVEMENT
34001,21680,19804,NO_IMPROVEMENT
34501,22001,10803,NO_IMPROVEMENT
35001,22288,45003,NO_IMPROVEMENT
35501,22618,39603,NO_IMPROVEMENT
36001,22937,25208,NO_IMPROVEMENT
36501,23234,10806,NO_IMPROVEMENT
37001,23563,12605,NO_IMPROVEMENT
37501,23894,16204,NO_IMPROVEMENT
38001,24207,23404,NO_IMPROVEMENT
38501,24412,8,NO_IMPROVEMENT
39001,24588,3,NO_IMPROVEMENT
39501,24857,14403,NO_IMPROVEMENT
40001,25077,5,NO_IMPROVEMENT
40501,25305,7204,NO_IMPROVEMENT
41001,25417,14404,NO_IMPROVEMENT
41501,25556,1,NO_IMPROVEMENT
41861,25650,0,FINAL
