iteration,time_ms,violations,status
0,0,7,INITIAL
1,58,6,NO_IMPROVEMENT
501,269,8,NO_IMPROVEMENT
1001,827,13,NO_IMPROVEMENT
1501,1052,13,NO_IMPROVEMENT
2001,1240,7,NO_IMPROVEMENT
2501,1406,12,NO_IMPROVEMENT
3001,1609,15,NO_IMPROVEMENT
3501,1795,25,NO_IMPROVEMENT
4001,2009,17,NO_IMPROVEMENT
4501,2215,16,NO_IMPROVEMENT
5001,2306,7,NO_IMPROVEMENT
5501,2388,12,NO_IMPROVEMENT
6001,2465,18,NO_IMPROVEMENT
6501,2520,21,NO_IMPROVEMENT
7001,2643,8,NO_IMPROVEMENT
7501,2728,9,NO_IMPROVEMENT
8001,2819,15,NO_IMPROVEMENT
8501,2903,15,NO_IMPROVEMENT
9001,2984,20,NO_IMPROVEMENT
9501,3065,10,NO_IMPROVEMENT
10001,3169,9,NO_IMPROVEMENT
10501,3232,14,NO_IMPROVEMENT
11001,3272,13,NO_IMPROVEMENT
11501,3363,16,NO_IMPROVEMENT
12001,3489,15,NO_IMPROVEMENT
12501,3528,26,NO_IMPROVEMENT
13001,3571,22,NO_IMPROVEMENT
13501,3621,24,NO_IMPROVEMENT
14001,3680,15,NO_IMPROVEMENT
14501,3727,13,NO_IMPROVEMENT
15001,3796,15,NO_IMPROVEMENT
15501,3848,11,NO_IMPROVEMENT
16001,3897,14,NO_IMPROVEMENT
16501,3946,9,NO_IMPROVEMENT
17001,4007,22,NO_IMPROVEMENT
17501,4065,12,NO_IMPROVEMENT
18001,4131,12,NO_IMPROVEMENT
18501,4186,26,NO_IMPROVEMENT
19001,4240,16,NO_IMPROVEMENT
19501,4293,13,NO_IMPROVEMENT
20001,4345,15,NO_IMPROVEMENT
20501,4409,2,NO_IMPROVEMENT
21001,4474,5,NO_IMPROVEMENT
21501,4538,7,NO_IMPROVEMENT
22001,4600,5,NO_IMPROVEMENT
22501,4655,5,NO_IMPROVEMENT
23001,4695,14,NO_IMPROVEMENT
23501,4736,13,NO_IMPROVEMENT
24001,4781,7,NO_IMPROVEMENT
24501,4838,7,NO_IMPROVEMENT
25001,4886,11,NO_IMPROVEMENT
25501,4931,15,NO_IMPROVEMENT
26001,4982,12,NO_IMPROVEMENT
26501,5036,17,NO_IMPROVEMENT
27001,5102,10,NO_IMPROVEMENT
27501,5162,10,NO_IMPROVEMENT
28001,5204,10,NO_IMPROVEMENT
28501,5252,22,NO_IMPROVEMENT
29001,5298,11,NO_IMPROVEMENT
29501,5345,22,NO_IMPROVEMENT
30001,5410,20,NO_IMPROVEMENT
30501,5457,15,NO_IMPROVEMENT
31001,5496,15,NO_IMPROVEMENT
31501,5542,20,NO_IMPROVEMENT
32001,5590,1,NO_IMPROVEMENT
32501,5630,18,NO_IMPROVEMENT
33001,5672,10,NO_IMPROVEMENT
33501,5728,16,NO_IMPROVEMENT
34001,5783,11,NO_IMPROVEMENT
34501,5833,10,NO_IMPROVEMENT
35001,5886,10,NO_IMPROVEMENT
35501,5936,20,NO_IMPROVEMENT
36001,5992,17,NO_IMPROVEMENT
36501,6055,4,NO_IMPROVEMENT
37001,6118,5,NO_IMPROVEMENT
37501,6170,6,NO_IMPROVEMENT
38001,6220,13,NO_IMPROVEMENT
38501,6262,10,NO_IMPROVEMENT
39001,6320,8,NO_IMPROVEMENT
39501,6368,3,NO_IMPROVEMENT
40001,6415,14,NO_IMPROVEMENT
40501,6462,10,NO_IMPROVEMENT
41001,6505,13,NO_IMPROVEMENT
41501,6541,7,NO_IMPROVEMENT
42001,6580,17,NO_IMPROVEMENT
42501,6622,19,NO_IMPROVEMENT
43001,6663,16,NO_IMPROVEMENT
43501,6703,15,NO_IMPROVEMENT
44001,6747,17,NO_IMPROVEMENT
44501,6792,16,NO_IMPROVEMENT
45001,6840,16,NO_IMPROVEMENT
45501,6881,14,NO_IMPROVEMENT
46001,6931,13,NO_IMPROVEMENT
46501,6980,17,NO_IMPROVEMENT
47001,7023,13,NO_IMPROVEMENT
47501,7066,14,NO_IMPROVEMENT
48001,7116,6,NO_IMPROVEMENT
48501,7155,16,NO_IMPROVEMENT
49001,7193,14,NO_IMPROVEMENT
49501,7239,10,NO_IMPROVEMENT
49817,7266,0,FINAL
