iteration,time_ms,violations,status
0,0,24,INITIAL
1,65,22,NO_IMPROVEMENT
501,964,5,NO_IMPROVEMENT
1001,1585,3602,NO_IMPROVEMENT
1501,2085,1,NO_IMPROVEMENT
2001,2630,3,NO_IMPROVEMENT
2501,3001,2,NO_IMPROVEMENT
3001,3306,4,NO_IMPROVEMENT
3501,3772,19803,NO_IMPROVEMENT
4001,4037,3,NO_IMPROVEMENT
4501,4281,19812,NO_IMPROVEMENT
5001,4495,5,NO_IMPROVEMENT
5501,4795,6,NO_IMPROVEMENT
6001,5008,7,NO_IMPROVEMENT
6501,5267,5,NO_IMPROVEMENT
7001,5472,3,NO_IMPROVEMENT
7501,5643,3,NO_IMPROVEMENT
8001,5816,1,NO_IMPROVEMENT
8307,5966,0,FINAL
