iteration,time_ms,violations,status
0,0,25,INITIAL
1,30,22,NO_IMPROVEMENT
501,570,22,NO_IMPROVEMENT
1001,690,6,NO_IMPROVEMENT
1501,884,8,NO_IMPROVEMENT
2001,1112,14,NO_IMPROVEMENT
2501,1313,9,NO_IMPROVEMENT
3001,1426,10,NO_IMPROVEMENT
3501,1515,10,NO_IMPROVEMENT
4001,1619,7,NO_IMPROVEMENT
4501,1745,1812,NO_IMPROVEMENT
5001,1888,10,NO_IMPROVEMENT
5501,2017,7,NO_IMPROVEMENT
6001,2151,6,NO_IMPROVEMENT
6501,2288,5,NO_IMPROVEMENT
7001,2413,3,NO_IMPROVEMENT
7501,2512,19810,NO_IMPROVEMENT
8001,2618,6,NO_IMPROVEMENT
8501,2723,8,NO_IMPROVEMENT
9001,2832,7,NO_IMPROVEMENT
9501,2940,15,NO_IMPROVEMENT
10001,3042,12,NO_IMPROVEMENT
10501,3144,9,NO_IMPROVEMENT
11001,3242,16,NO_IMPROVEMENT
11501,3355,5,NO_IMPROVEMENT
12001,3448,8,NO_IMPROVEMENT
12501,3541,8,NO_IMPROVEMENT
13001,3653,7216,NO_IMPROVEMENT
13501,3756,9,NO_IMPROVEMENT
14001,3879,4,NO_IMPROVEMENT
14501,3967,3606,NO_IMPROVEMENT
15001,4047,6,NO_IMPROVEMENT
15501,4132,6,NO_IMPROVEMENT
16001,4202,15,NO_IMPROVEMENT
16501,4274,12,NO_IMPROVEMENT
17001,4346,10,NO_IMPROVEMENT
17501,4440,10,NO_IMPROVEMENT
18001,4516,8,NO_IMPROVEMENT
18501,4614,9,NO_IMPROVEMENT
19001,4819,6,NO_IMPROVEMENT
19501,5030,5,NO_IMPROVEMENT
20001,5121,9008,NO_IMPROVEMENT
20501,5203,9,NO_IMPROVEMENT
21001,5293,5415,NO_IMPROVEMENT
21501,5387,7,NO_IMPROVEMENT
22001,5482,6,NO_IMPROVEMENT
22501,5557,5,NO_IMPROVEMENT
23001,5634,8,NO_IMPROVEMENT
23501,5718,13,NO_IMPROVEMENT
24001,5796,5,NO_IMPROVEMENT
24501,5864,5,NO_IMPROVEMENT
25001,5964,5405,NO_IMPROVEMENT
25501,6039,5,NO_IMPROVEMENT
26001,6123,6,NO_IMPROVEMENT
26501,6198,2,NO_IMPROVEMENT
27001,6268,2,NO_IMPROVEMENT
27501,6345,2,NO_IMPROVEMENT
28001,6412,2,NO_IMPROVEMENT
28501,6483,2,NO_IMPROVEMENT
29001,6558,2,NO_IMPROVEMENT
29501,6630,7,NO_IMPROVEMENT
30001,6723,1,NO_IMPROVEMENT
30036,6734,0,FINAL
