iteration,time_ms,violations,status
0,0,3,INITIAL
1,12,3,NO_IMPROVEMENT
501,260,3608,NO_IMPROVEMENT
1001,667,16,NO_IMPROVEMENT
1501,839,12,NO_IMPROVEMENT
2001,962,8,NO_IMPROVEMENT
2501,1091,5,NO_IMPROVEMENT
3001,1269,3,NO_IMPROVEMENT
3501,1440,3,NO_IMPROVEMENT
4001,1521,3,NO_IMPROVEMENT
4501,1580,6,NO_IMPROVEMENT
5001,1666,4,NO_IMPROVEMENT
5501,1736,5,NO_IMPROVEMENT
6001,1812,4,NO_IMPROVEMENT
6501,1898,7207,NO_IMPROVEMENT
7001,2009,6,NO_IMPROVEMENT
7501,2081,5,NO_IMPROVEMENT
8001,2147,5,NO_IMPROVEMENT
8501,2222,5,NO_IMPROVEMENT
9001,2307,3606,NO_IMPROVEMENT
9501,2376,5,NO_IMPROVEMENT
10001,2427,10808,NO_IMPROVEMENT
10501,2498,14405,NO_IMPROVEMENT
11001,2583,6,NO_IMPROVEMENT
11501,2648,5403,NO_IMPROVEMENT
12001,2724,4,NO_IMPROVEMENT
12501,2787,11,NO_IMPROVEMENT
13001,2851,2,NO_IMPROVEMENT
13501,2897,2,NO_IMPROVEMENT
14001,2979,1,NO_IMPROVEMENT
14501,3060,1,NO_IMPROVEMENT
15001,3141,1,NO_IMPROVEMENT
15501,3213,7202,NO_IMPROVEMENT
15804,3251,0,FINAL
