iteration,time_ms,violations,status
0,0,15,INITIAL
1,30,14,NO_IMPROVEMENT
501,390,3609,NO_IMPROVEMENT
1001,843,8,NO_IMPROVEMENT
1501,1077,7,NO_IMPROVEMENT
2001,1284,10,NO_IMPROVEMENT
2501,1537,7210,NO_IMPROVEMENT
3001,1756,10,NO_IMPROVEMENT
3501,2086,10,NO_IMPROVEMENT
4001,2320,8,NO_IMPROVEMENT
4501,2547,8,NO_IMPROVEMENT
5001,2638,7,NO_IMPROVEMENT
5501,2782,7,NO_IMPROVEMENT
6001,2883,5407,NO_IMPROVEMENT
6501,2983,7,NO_IMPROVEMENT
7001,3097,7,NO_IMPROVEMENT
7501,3233,13,NO_IMPROVEMENT
8001,3328,8,NO_IMPROVEMENT
8501,3404,18007,NO_IMPROVEMENT
9001,3496,7,NO_IMPROVEMENT
9501,3668,7,NO_IMPROVEMENT
10001,3857,7,NO_IMPROVEMENT
10501,3979,2,NO_IMPROVEMENT
11001,4082,5,NO_IMPROVEMENT
11501,4201,5,NO_IMPROVEMENT
12001,4342,2,NO_IMPROVEMENT
12501,4459,2,NO_IMPROVEMENT
13001,4583,3,NO_IMPROVEMENT
13501,4665,3,NO_IMPROVEMENT
14001,4754,4,NO_IMPROVEMENT
14501,4845,7,NO_IMPROVEMENT
15001,4928,7,NO_IMPROVEMENT
15501,5038,15,NO_IMPROVEMENT
16001,5127,11,NO_IMPROVEMENT
16501,5230,2,NO_IMPROVEMENT
17001,5333,1,NO_IMPROVEMENT
17046,5351,0,FINAL
