iteration,time_ms,violations,status
0,0,1,INITIAL
1,13,1,NO_IMPROVEMENT
501,262,1807,NO_IMPROVEMENT
1001,614,4,NO_IMPROVEMENT
1501,790,4,NO_IMPROVEMENT
2001,972,3,NO_IMPROVEMENT
2501,1136,4,NO_IMPROVEMENT
3001,1302,12603,NO_IMPROVEMENT
3501,1495,3,NO_IMPROVEMENT
4001,1663,3603,NO_IMPROVEMENT
4501,1777,3,NO_IMPROVEMENT
5001,1843,4,NO_IMPROVEMENT
5501,1926,4,NO_IMPROVEMENT
6001,2018,3,NO_IMPROVEMENT
6501,2095,5,NO_IMPROVEMENT
7001,2176,7,NO_IMPROVEMENT
7501,2244,11,NO_IMPROVEMENT
8001,2325,8,NO_IMPROVEMENT
8501,2398,6,NO_IMPROVEMENT
9001,2475,6,NO_IMPROVEMENT
9501,2545,2,NO_IMPROVEMENT
10001,2611,18002,NO_IMPROVEMENT
10501,2682,5403,NO_IMPROVEMENT
11001,2746,2,NO_IMPROVEMENT
11501,2812,2,NO_IMPROVEMENT
12001,2886,2,NO_IMPROVEMENT
12501,2952,2,NO_IMPROVEMENT
13001,3030,10803,NO_IMPROVEMENT
13501,3100,7203,NO_IMPROVEMENT
14001,3186,2,NO_IMPROVEMENT
14501,3278,4,NO_IMPROVEMENT
15001,3361,3,NO_IMPROVEMENT
15425,3462,0,FINAL
