iteration,time_ms,violations,status
0,0,11,INITIAL
1,68,8,NO_IMPROVEMENT
501,493,3,NO_IMPROVEMENT
1001,916,3,NO_IMPROVEMENT
1501,1279,3,NO_IMPROVEMENT
2001,1545,7,NO_IMPROVEMENT
2501,1784,7,NO_IMPROVEMENT
3001,1977,6,NO_IMPROVEMENT
3501,2229,12,NO_IMPROVEMENT
4001,2553,6,NO_IMPROVEMENT
4501,2828,12,NO_IMPROVEMENT
5001,3013,14,NO_IMPROVEMENT
5501,3109,5,NO_IMPROVEMENT
6001,3218,11,NO_IMPROVEMENT
6501,3355,6,NO_IMPROVEMENT
7001,3503,6,NO_IMPROVEMENT
7501,3609,7211,NO_IMPROVEMENT
8001,3765,6,NO_IMPROVEMENT
8501,3893,9,NO_IMPROVEMENT
9001,4042,8,NO_IMPROVEMENT
9501,4221,9,NO_IMPROVEMENT
10001,4339,6,NO_IMPROVEMENT
10501,4435,3,NO_IMPROVEMENT
10786,4496,0,FINAL
