iteration,time_ms,violations,status
0,0,14,INITIAL
1,52,13,NO_IMPROVEMENT
501,576,27009,NO_IMPROVEMENT
1001,1258,6,NO_IMPROVEMENT
1501,1428,5,NO_IMPROVEMENT
2001,1506,4,NO_IMPROVEMENT
2501,1557,6,NO_IMPROVEMENT
3001,1654,5,NO_IMPROVEMENT
3501,1746,3,NO_IMPROVEMENT
4001,1932,4,NO_IMPROVEMENT
4501,2195,5,NO_IMPROVEMENT
5001,2405,6,NO_IMPROVEMENT
5501,2690,5,NO_IMPROVEMENT
6001,2875,4,NO_IMPROVEMENT
6501,3071,3,NO_IMPROVEMENT
7001,3234,3,NO_IMPROVEMENT
7501,3402,10803,NO_IMPROVEMENT
8001,3591,4,NO_IMPROVEMENT
8501,3768,6,NO_IMPROVEMENT
9001,3950,5,NO_IMPROVEMENT
9501,4132,4,NO_IMPROVEMENT
10001,4288,4,NO_IMPROVEMENT
10501,4563,4,NO_IMPROVEMENT
11001,4980,4,NO_IMPROVEMENT
11501,5412,4,NO_IMPROVEMENT
12001,5729,5,NO_IMPROVEMENT
12501,5935,4,NO_IMPROVEMENT
13001,5985,3,NO_IMPROVEMENT
13501,6030,3,NO_IMPROVEMENT
14001,6089,3,NO_IMPROVEMENT
14501,6153,5406,NO_IMPROVEMENT
15001,6250,4,NO_IMPROVEMENT
15422,6310,0,FINAL
