iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,1.00,101278,101096,0,1
200,3.00,100342,100278,0,5
300,4.00,100369,100278,0,5
400,4.00,101424,100278,0,5
500,5.00,101726,100278,0,5
600,5.00,101230,100278,0,5
700,6.00,101025,100278,0,5
800,6.00,101375,100278,0,5
900,7.00,101215,100278,0,5
1000,7.00,101692,100278,0,5
1100,8.00,101692,100278,0,5
1200,8.00,101833,100278,0,5
1300,8.00,102198,100278,0,5
1400,9.00,102618,100278,0,5
1500,9.00,102618,100278,0,5
1600,10.00,102618,100278,0,5
1700,10.00,102418,100278,0,5
1800,11.00,102587,100278,0,5
1900,11.00,102199,100278,0,5
2000,11.00,102094,100278,0,5
2100,12.00,102212,100278,0,5
2200,12.00,102097,100278,0,5
2300,13.00,102069,100278,0,5
2400,13.00,102434,100278,0,5
2500,13.00,102434,100278,0,5
2600,14.00,102394,100278,0,5
2700,14.00,102094,100278,0,5
2800,15.00,102039,100278,0,5
2900,15.00,102039,100278,0,5
3000,16.00,102369,100278,0,5
3100,16.00,102369,100278,0,5
3200,17.00,102369,100278,0,5
3300,18.00,102359,100278,0,5
3400,19.00,102359,100278,0,5
3500,20.00,102089,100278,0,5
3600,21.00,102074,100278,0,5
3700,21.00,102074,100278,0,5
3800,22.00,102074,100278,0,5
3900,23.00,102026,100278,0,5
4000,23.00,102026,100278,0,5
4100,24.00,102026,100278,0,5
4200,25.00,101439,100278,0,5
4300,26.00,101439,100278,0,5
4400,26.00,101439,100278,0,5
4500,27.00,101929,100278,0,5
4600,28.00,101929,100278,0,5
4700,29.00,101929,100278,0,5
4800,29.00,101929,100278,0,5
4900,30.00,102255,100278,0,5
5000,31.00,102255,100278,0,5
5100,32.00,102112,100278,0,5
5200,33.00,101802,100278,0,5
5300,33.00,101822,100278,0,5
5400,34.00,101562,100278,0,5
5500,35.00,101425,100278,0,5
5600,36.00,101425,100278,0,5
5700,37.00,101080,100278,0,5
5800,38.00,101080,100278,0,5
5900,39.00,101080,100278,0,5
6000,40.00,100715,100278,0,5
6100,40.00,101040,100278,0,5
6200,41.00,101040,100278,0,5
6300,42.00,101040,100278,0,5
6400,42.00,101040,100278,0,5
6500,43.00,101040,100278,0,5
6600,44.00,101040,100278,0,5
6700,45.00,101040,100278,0,5
6800,45.00,101040,100278,0,5
6900,46.00,101040,100278,0,5
7000,47.00,101040,100278,0,5
7100,48.00,101040,100278,0,5
7200,49.00,101170,100278,0,5
7300,49.00,101170,100278,0,5
7400,50.00,101170,100278,0,5
7500,51.00,101170,100278,0,5
7600,52.00,101170,100278,0,5
7700,52.00,101730,100278,0,5
7800,53.00,101425,100278,0,5
7900,54.00,101425,100278,0,5
8000,55.00,101490,100278,0,5
8100,55.00,101490,100278,0,5
8200,56.00,101490,100278,0,5
8300,57.00,101185,100278,0,5
8400,58.00,101185,100278,0,5
8500,58.00,101185,100278,0,5
8600,59.00,101185,100278,0,5
8700,60.00,101185,100278,0,5
8800,61.00,101185,100278,0,5
8900,61.00,101185,100278,0,5
9000,62.00,101185,100278,0,5
9100,63.00,101185,100278,0,5
9200,64.00,101185,100278,0,5
9300,64.00,101185,100278,0,5
9400,65.00,101185,100278,0,5
9500,66.00,101575,100278,0,5
9600,66.00,101575,100278,0,5
9700,67.00,101575,100278,0,5
9800,68.00,101575,100278,0,5
9900,69.00,100928,100278,0,5
10000,69.00,100928,100278,0,5
10100,70.00,100928,100278,0,5
10200,71.00,100928,100278,0,5
10300,71.00,100928,100278,0,5
10400,72.00,100928,100278,0,5
10500,73.00,100928,100278,0,5
10600,74.00,100928,100278,0,5
10700,74.00,100928,100278,0,5
10800,75.00,100928,100278,0,5
10900,76.00,100928,100278,0,5
11000,77.00,100928,100278,0,5
11100,77.00,100928,100278,0,5
11200,78.00,100928,100278,0,5
11300,79.00,100928,100278,0,5
11400,80.00,100824,100278,0,5
11500,81.00,100824,100278,0,5
11600,82.00,100824,100278,0,5
11700,83.00,101044,100278,0,5
11800,83.00,101044,100278,0,5
11900,84.00,101076,100278,0,5
12000,85.00,101076,100278,0,5
12100,86.00,101076,100278,0,5
12200,86.00,100871,100278,0,5
12300,87.00,100871,100278,0,5
12400,88.00,100871,100278,0,5
12500,89.00,100871,100278,0,5
12600,90.00,100861,100278,0,5
12700,91.00,100861,100278,0,5
12800,91.00,100861,100278,0,5
12900,93.00,100861,100278,0,5
13000,93.00,100861,100278,0,5
13100,94.00,100692,100278,0,5
13200,95.00,100692,100278,0,5
13300,96.00,100692,100278,0,5
13400,97.00,100692,100278,0,5
13500,97.00,100692,100278,0,5
13600,98.00,100983,100278,0,5
13700,99.00,100983,100278,0,5
13800,99.00,100698,100278,0,5
13900,100.00,100698,100278,0,5
14000,101.00,100959,100278,0,5
14100,102.00,100959,100278,0,5
14200,102.00,100959,100278,0,5
14300,103.00,100959,100278,0,5
14400,104.00,100959,100278,0,5
14500,105.00,100959,100278,0,5
14600,106.00,100959,100278,0,5
14700,107.00,100959,100278,0,5
14800,108.00,100959,100278,0,5
14900,108.00,100959,100278,0,5
15000,109.00,100959,100278,0,5
15100,110.00,100969,100278,0,5
15200,111.00,100969,100278,0,5
15300,111.00,100969,100278,0,5
15400,112.00,100969,100278,0,5
15500,113.00,100969,100278,0,5
15600,114.00,100969,100278,0,5
15700,114.00,100969,100278,0,5
15800,115.00,100969,100278,0,5
15900,116.00,100969,100278,0,5
16000,116.00,100969,100278,0,5
16100,117.00,100969,100278,0,5
16200,118.00,100969,100278,0,5
16300,120.00,100969,100278,0,5
16400,120.00,100969,100278,0,5
16500,121.00,100969,100278,0,5
16600,122.00,100969,100278,0,5
16700,124.00,100969,100278,0,5
16800,125.00,100969,100278,0,5
16900,126.00,100969,100278,0,5
17000,127.00,100969,100278,0,5
17100,127.00,100969,100278,0,5
17200,128.00,100969,100278,0,5
17300,129.00,100969,100278,0,5
17400,130.00,100969,100278,0,5
17500,130.00,100969,100278,0,5
17600,131.00,100969,100278,0,5
17700,132.00,100969,100278,0,5
17800,133.00,100969,100278,0,5
17900,134.00,100969,100278,0,5
18000,134.00,100969,100278,0,5
18100,135.00,101258,100278,0,5
18200,136.00,101266,100278,0,5
18300,137.00,101266,100278,0,5
18400,138.00,100966,100278,0,5
18500,138.00,100966,100278,0,5
18600,139.00,100966,100278,0,5
18700,140.00,100966,100278,0,5
18800,141.00,100966,100278,0,5
18900,142.00,101246,100278,0,5
19000,143.00,101246,100278,0,5
19100,143.00,101246,100278,0,5
19200,144.00,101246,100278,0,5
19300,145.00,101246,100278,0,5
19400,146.00,101246,100278,0,5
19500,146.00,101246,100278,0,5
19600,147.00,101246,100278,0,5
19700,148.00,101246,100278,0,5
19800,148.00,100961,100278,0,5
19900,149.00,100961,100278,0,5
20000,150.00,100961,100278,0,5
20100,150.00,100961,100278,0,5
20200,151.00,100969,100278,0,5
20300,151.00,100969,100278,0,5
20400,152.00,100969,100278,0,5
20500,153.00,100969,100278,0,5
20600,153.00,100969,100278,0,5
20700,154.00,100969,100278,0,5
20800,155.00,100969,100278,0,5
20900,155.00,100969,100278,0,5
21000,156.00,100969,100278,0,5
21100,157.00,100969,100278,0,5
21200,157.00,100578,100278,0,5
