iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,0.00,28081,28081,0,0
200,0.00,28081,28081,0,0
300,0.00,28081,28081,0,0
400,0.00,28081,28081,0,0
500,0.00,28081,28081,0,0
600,0.00,28081,28081,0,0
700,0.00,28081,28081,0,0
800,0.00,28081,28081,0,0
900,0.00,28081,28081,0,0
1000,0.00,28081,28081,0,0
1100,0.00,28041,28041,0,1
1200,0.00,28041,28041,0,1
1300,0.00,28041,28041,0,1
1400,0.00,28041,28041,0,1
1500,0.00,28041,28041,0,1
1600,0.00,28041,28041,0,1
1700,0.00,28041,28041,0,1
1800,0.00,28041,28041,0,1
1900,0.00,28041,28041,0,1
2000,0.00,28041,28041,0,1
2100,0.00,28041,28041,0,1
2200,0.00,28041,28041,0,1
2300,0.00,28041,28041,0,1
2400,0.00,28041,28041,0,1
2500,0.00,28041,28041,0,1
2600,0.00,28041,28041,0,1
2700,0.00,28041,28041,0,1
2800,0.00,28041,28041,0,1
2900,0.00,28041,28041,0,1
3000,0.00,28041,28041,0,1
3100,0.00,28041,28041,0,1
3200,0.00,28041,28041,0,1
3300,0.00,28041,28041,0,1
3400,0.00,28041,28041,0,1
3500,0.00,28041,28041,0,1
3600,0.00,28041,28041,0,1
3700,1.00,28041,28041,0,1
3800,1.00,28041,28041,0,1
3900,1.00,28041,28041,0,1
4000,1.00,28041,28041,0,1
4100,1.00,28041,28041,0,1
4200,1.00,28041,28041,0,1
4300,1.00,28041,28041,0,1
4400,1.00,28041,28041,0,1
4500,1.00,28041,28041,0,1
4600,1.00,28041,28041,0,1
4700,1.00,28041,28041,0,1
4800,1.00,28041,28041,0,1
4900,1.00,28041,28041,0,1
5000,1.00,28041,28041,0,1
5100,1.00,28041,28041,0,1
5200,1.00,28041,28041,0,1
5300,1.00,28041,28041,0,1
5400,1.00,28041,28041,0,1
5500,1.00,28041,28041,0,1
5600,1.00,28041,28041,0,1
5700,1.00,28041,28041,0,1
5800,1.00,28041,28041,0,1
5900,1.00,28041,28041,0,1
6000,1.00,28041,28041,0,1
6100,1.00,28041,28041,0,1
6200,1.00,28041,28041,0,1
6300,1.00,28041,28041,0,1
6400,1.00,28041,28041,0,1
6500,1.00,28041,28041,0,1
6600,1.00,28041,28041,0,1
6700,1.00,28041,28041,0,1
6800,1.00,28041,28041,0,1
6900,1.00,28041,28041,0,1
7000,1.00,28041,28041,0,1
7100,1.00,28041,28041,0,1
7200,1.00,28041,28041,0,1
7300,1.00,28041,28041,0,1
7400,1.00,28041,28041,0,1
7500,1.00,28041,28041,0,1
7600,1.00,28041,28041,0,1
7700,1.00,28041,28041,0,1
7800,1.00,28041,28041,0,1
7900,1.00,28041,28041,0,1
8000,1.00,28041,28041,0,1
8100,1.00,28041,28041,0,1
8200,1.00,28041,28041,0,1
8300,1.00,28041,28041,0,1
8400,1.00,28041,28041,0,1
8500,1.00,28041,28041,0,1
