iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,0.00,148401,148401,0,0
200,0.00,148401,148401,0,0
300,0.00,148401,148401,0,0
400,0.00,147520,147520,0,1
500,0.00,147520,147520,0,1
600,0.00,147520,147520,0,1
700,0.00,147496,147480,0,2
800,1.00,147861,147480,0,2
900,1.00,145156,145156,0,4
1000,1.00,145156,145156,0,4
1100,1.00,145156,145156,0,4
1200,1.00,144888,144888,0,5
1300,1.00,143953,143953,0,7
1400,1.00,143953,143953,0,7
1500,1.00,143953,143953,0,7
1600,1.00,143013,143013,0,8
1700,1.00,143013,143013,0,8
1800,1.00,143013,143013,0,8
1900,1.00,143013,143013,0,8
2000,1.00,142936,142936,0,10
2100,1.00,142936,142936,0,10
2200,1.00,142936,142936,0,10
2300,1.00,142936,142936,0,10
2400,1.00,142641,142641,0,11
2500,1.00,142641,142641,0,11
2600,1.00,142963,142641,0,11
2700,1.00,142928,142641,0,11
2800,1.00,142928,142641,0,11
2900,1.00,142901,142641,0,11
3000,1.00,140751,140751,0,12
3100,1.00,140746,140746,0,13
3200,2.00,140746,140746,0,13
3300,2.00,140746,140746,0,13
3400,2.00,140746,140746,0,13
3500,2.00,140746,140746,0,13
3600,2.00,138961,138961,0,14
3700,2.00,138961,138961,0,14
3800,2.00,138961,138961,0,14
3900,2.00,137760,137760,0,16
4000,2.00,137760,137760,0,16
4100,2.00,137760,137760,0,16
4200,2.00,137760,137760,0,16
4300,2.00,137760,137760,0,16
4400,2.00,137725,137725,0,17
4500,2.00,137725,137725,0,17
4600,2.00,137725,137725,0,17
4700,2.00,137725,137725,0,17
4800,2.00,137725,137725,0,17
4900,2.00,137725,137725,0,17
5000,2.00,137725,137725,0,17
5100,2.00,137725,137725,0,17
5200,2.00,138020,137725,0,17
5300,2.00,138020,137725,0,17
5400,2.00,138020,137725,0,17
5500,2.00,138020,137725,0,17
5600,2.00,138365,137725,0,17
5700,3.00,138365,137725,0,17
5800,3.00,138365,137725,0,17
5900,3.00,138365,137725,0,17
6000,3.00,138365,137725,0,17
6100,3.00,138365,137725,0,17
6200,3.00,138365,137725,0,17
6300,3.00,138365,137725,0,17
6400,3.00,138365,137725,0,17
6500,3.00,138365,137725,0,17
6600,3.00,138070,137725,0,17
6700,3.00,138070,137725,0,17
6800,3.00,138370,137725,0,17
6900,3.00,138370,137725,0,17
7000,3.00,138370,137725,0,17
7100,3.00,138370,137725,0,17
7200,3.00,138370,137725,0,17
7300,3.00,138370,137725,0,17
7400,3.00,138370,137725,0,17
7500,3.00,138370,137725,0,17
7600,4.00,138370,137725,0,17
7700,4.00,138370,137725,0,17
7800,4.00,138370,137725,0,17
7900,4.00,138698,137725,0,17
8000,4.00,138698,137725,0,17
8100,4.00,138698,137725,0,17
8200,4.00,138698,137725,0,17
8300,4.00,138698,137725,0,17
8400,4.00,138698,137725,0,17
8500,4.00,138370,137725,0,17
8600,4.00,138370,137725,0,17
8700,4.00,138370,137725,0,17
8800,4.00,138370,137725,0,17
8900,4.00,138370,137725,0,17
9000,4.00,138370,137725,0,17
9100,4.00,138370,137725,0,17
9200,4.00,138370,137725,0,17
9300,4.00,138070,137725,0,17
9400,5.00,138095,137725,0,17
9500,5.00,138095,137725,0,17
9600,5.00,138095,137725,0,17
9700,5.00,138095,137725,0,17
9800,5.00,138095,137725,0,17
9900,5.00,138095,137725,0,17
10000,5.00,138095,137725,0,17
10100,5.00,138095,137725,0,17
10200,5.00,138095,137725,0,17
10300,5.00,138095,137725,0,17
10400,5.00,138095,137725,0,17
10500,5.00,138095,137725,0,17
10600,5.00,138095,137725,0,17
10700,5.00,138095,137725,0,17
10800,5.00,138095,137725,0,17
10900,5.00,138095,137725,0,17
11000,5.00,138095,137725,0,17
11100,5.00,138095,137725,0,17
11200,5.00,138095,137725,0,17
11300,5.00,138095,137725,0,17
11400,5.00,138095,137725,0,17
11500,5.00,138095,137725,0,17
11600,6.00,138095,137725,0,17
11700,6.00,138095,137725,0,17
11800,6.00,138095,137725,0,17
11900,6.00,138095,137725,0,17
12000,6.00,138095,137725,0,17
12100,6.00,138095,137725,0,17
12200,6.00,138095,137725,0,17
12300,6.00,138095,137725,0,17
12400,6.00,138095,137725,0,17
12500,6.00,138095,137725,0,17
12600,6.00,138095,137725,0,17
12700,6.00,138095,137725,0,17
12800,6.00,138095,137725,0,17
12900,6.00,138095,137725,0,17
