iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,0.00,16017,16017,0,3
200,0.00,16027,16017,0,3
300,0.00,16027,16017,0,3
400,0.00,15762,15762,0,4
500,0.00,15762,15762,0,4
600,0.00,15762,15762,0,4
700,0.00,15762,15762,0,4
800,0.00,15762,15762,0,4
900,0.00,15762,15762,0,4
1000,0.00,15762,15762,0,4
1100,0.00,16047,15762,0,4
1200,0.00,16047,15762,0,4
1300,0.00,15762,15762,0,4
1400,0.00,15762,15762,0,4
1500,0.00,15762,15762,0,4
1600,0.00,15762,15762,0,4
1700,0.00,15762,15762,0,4
1800,0.00,15762,15762,0,4
1900,0.00,15762,15762,0,4
2000,0.00,15762,15762,0,4
2100,0.00,15762,15762,0,4
2200,0.00,15762,15762,0,4
2300,0.00,15762,15762,0,4
2400,0.00,15762,15762,0,4
2500,0.00,15762,15762,0,4
2600,0.00,15762,15762,0,4
2700,0.00,15762,15762,0,4
2800,0.00,15762,15762,0,4
2900,0.00,15762,15762,0,4
3000,0.00,15762,15762,0,4
3100,0.00,15762,15762,0,4
3200,0.00,15762,15762,0,4
3300,0.00,15762,15762,0,4
3400,0.00,15762,15762,0,4
3500,0.00,16047,15762,0,4
3600,0.00,16047,15762,0,4
3700,0.00,16047,15762,0,4
3800,0.00,16047,15762,0,4
3900,0.00,16047,15762,0,4
4000,0.00,16047,15762,0,4
4100,0.00,16047,15762,0,4
4200,0.00,16047,15762,0,4
4300,0.00,16047,15762,0,4
4400,1.00,16047,15762,0,4
4500,1.00,16047,15762,0,4
4600,1.00,16047,15762,0,4
4700,1.00,15762,15762,0,4
4800,1.00,15762,15762,0,4
4900,1.00,15762,15762,0,4
5000,1.00,15762,15762,0,4
5100,1.00,15762,15762,0,4
5200,1.00,15762,15762,0,4
5300,1.00,15762,15762,0,4
5400,1.00,15762,15762,0,4
5500,1.00,15762,15762,0,4
5600,1.00,15762,15762,0,4
5700,1.00,15762,15762,0,4
5800,1.00,15762,15762,0,4
5900,1.00,15762,15762,0,4
6000,1.00,15762,15762,0,4
6100,1.00,15762,15762,0,4
6200,1.00,15762,15762,0,4
6300,1.00,15762,15762,0,4
6400,1.00,16047,15762,0,4
6500,1.00,16047,15762,0,4
6600,1.00,15762,15762,0,4
6700,1.00,15762,15762,0,4
6800,1.00,15762,15762,0,4
6900,1.00,16047,15762,0,4
7000,1.00,16047,15762,0,4
7100,1.00,16047,15762,0,4
7200,1.00,15762,15762,0,4
7300,1.00,15762,15762,0,4
7400,1.00,15762,15762,0,4
7500,1.00,15762,15762,0,4
7600,1.00,15762,15762,0,4
7700,1.00,15762,15762,0,4
7800,1.00,15762,15762,0,4
7900,1.00,15762,15762,0,4
8000,1.00,15762,15762,0,4
8100,1.00,15762,15762,0,4
8200,1.00,15762,15762,0,4
8300,1.00,15762,15762,0,4
8400,1.00,15762,15762,0,4
8500,1.00,15762,15762,0,4
8600,1.00,15762,15762,0,4
8700,1.00,15762,15762,0,4
8800,1.00,15762,15762,0,4
8900,1.00,15762,15762,0,4
9000,1.00,15762,15762,0,4
9100,1.00,15762,15762,0,4
9200,1.00,15762,15762,0,4
9300,1.00,15762,15762,0,4
9400,1.00,15762,15762,0,4
9500,1.00,15762,15762,0,4
9600,1.00,15762,15762,0,4
9700,1.00,15762,15762,0,4
9800,1.00,16047,15762,0,4
9900,1.00,16047,15762,0,4
10000,1.00,16047,15762,0,4
10100,1.00,16047,15762,0,4
10200,1.00,16047,15762,0,4
10300,1.00,16047,15762,0,4
10400,1.00,16047,15762,0,4
10500,1.00,16047,15762,0,4
10600,1.00,16047,15762,0,4
10700,1.00,15762,15762,0,4
10800,1.00,15762,15762,0,4
10900,1.00,15762,15762,0,4
11000,1.00,15762,15762,0,4
11100,1.00,15762,15762,0,4
11200,1.00,15762,15762,0,4
11300,1.00,15762,15762,0,4
11400,1.00,15762,15762,0,4
11500,1.00,15762,15762,0,4
11600,1.00,15762,15762,0,4
11700,1.00,15762,15762,0,4
11800,1.00,15762,15762,0,4
11900,1.00,15762,15762,0,4
12000,1.00,15762,15762,0,4
12100,1.00,15762,15762,0,4
12200,1.00,15762,15762,0,4
12300,1.00,15762,15762,0,4
12400,1.00,15762,15762,0,4
12500,1.00,15762,15762,0,4
12600,1.00,15762,15762,0,4
12700,1.00,15762,15762,0,4
12800,1.00,15762,15762,0,4
12900,1.00,15762,15762,0,4
13000,1.00,15762,15762,0,4
13100,1.00,15762,15762,0,4
13200,1.00,15762,15762,0,4
13300,1.00,16047,15762,0,4
13400,1.00,16047,15762,0,4
13500,1.00,16047,15762,0,4
13600,1.00,16047,15762,0,4
13700,1.00,16047,15762,0,4
13800,1.00,16047,15762,0,4
13900,1.00,16047,15762,0,4
14000,1.00,15762,15762,0,4
14100,1.00,15762,15762,0,4
14200,1.00,15762,15762,0,4
14300,1.00,15762,15762,0,4
14400,1.00,15762,15762,0,4
14500,1.00,15762,15762,0,4
14600,1.00,15762,15762,0,4
14700,1.00,15762,15762,0,4
14800,1.00,15762,15762,0,4
14900,1.00,15762,15762,0,4
15000,1.00,15762,15762,0,4
15100,1.00,15762,15762,0,4
15200,1.00,15762,15762,0,4
15300,1.00,15762,15762,0,4
15400,1.00,15762,15762,0,4
15500,1.00,15762,15762,0,4
15600,1.00,15762,15762,0,4
15700,1.00,15762,15762,0,4
15800,1.00,15762,15762,0,4
15900,1.00,16047,15762,0,4
16000,1.00,16047,15762,0,4
16100,1.00,15762,15762,0,4
16200,1.00,15762,15762,0,4
16300,1.00,15762,15762,0,4
16400,1.00,15762,15762,0,4
16500,1.00,15762,15762,0,4
16600,1.00,15762,15762,0,4
16700,1.00,15762,15762,0,4
