iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,0.00,49427,49427,0,5
200,0.00,47421,47421,0,8
300,0.00,46813,46813,0,9
400,0.00,46803,46803,0,10
500,0.00,46325,46325,0,11
600,0.00,46325,46325,0,11
700,0.00,45886,45886,0,12
800,1.00,45886,45886,0,12
900,1.00,45864,45864,0,13
1000,1.00,45501,45392,0,14
1100,1.00,45501,45392,0,14
1200,1.00,44321,44321,0,16
1300,1.00,44321,44321,0,16
1400,1.00,44446,44321,0,16
1500,1.00,44446,44321,0,16
1600,1.00,44446,44321,0,16
1700,1.00,44446,44321,0,16
1800,1.00,44446,44321,0,16
1900,1.00,44446,44321,0,16
2000,1.00,43984,43984,0,17
2100,1.00,43984,43984,0,17
2200,1.00,43984,43984,0,17
2300,1.00,43984,43984,0,17
2400,1.00,43984,43984,0,17
2500,1.00,43984,43984,0,17
2600,1.00,43984,43984,0,17
2700,2.00,43984,43984,0,17
2800,2.00,43984,43984,0,17
2900,2.00,43984,43984,0,17
3000,2.00,43984,43984,0,17
3100,2.00,43984,43984,0,17
3200,2.00,43984,43984,0,17
3300,2.00,43984,43984,0,17
3400,2.00,43984,43984,0,17
3500,2.00,43984,43984,0,17
3600,2.00,43984,43984,0,17
3700,2.00,43984,43984,0,17
3800,2.00,43983,43983,0,18
3900,2.00,43983,43983,0,18
4000,2.00,43983,43983,0,18
4100,2.00,43983,43983,0,18
4200,2.00,43983,43983,0,18
4300,2.00,43983,43983,0,18
4400,2.00,43983,43983,0,18
4500,2.00,43983,43983,0,18
4600,2.00,43983,43983,0,18
4700,2.00,43983,43983,0,18
4800,2.00,43983,43983,0,18
4900,2.00,43983,43983,0,18
5000,3.00,43983,43983,0,18
5100,3.00,43983,43983,0,18
5200,3.00,43982,43982,0,19
5300,3.00,43982,43982,0,19
5400,3.00,43982,43982,0,19
5500,3.00,43982,43982,0,19
5600,3.00,43982,43982,0,19
5700,3.00,43982,43982,0,19
5800,3.00,43982,43982,0,19
5900,3.00,43942,43942,0,20
6000,3.00,43942,43942,0,20
6100,3.00,43942,43942,0,20
6200,3.00,43941,43941,0,21
6300,3.00,43941,43941,0,21
6400,3.00,43941,43941,0,21
6500,3.00,43941,43941,0,21
6600,3.00,43941,43941,0,21
6700,3.00,43941,43941,0,21
6800,3.00,43941,43941,0,21
6900,3.00,43944,43941,0,21
7000,3.00,43941,43941,0,21
7100,3.00,43941,43941,0,21
7200,3.00,44022,43941,0,21
7300,3.00,44022,43941,0,21
7400,3.00,44022,43941,0,21
7500,3.00,44022,43941,0,21
7600,3.00,44022,43941,0,21
7700,4.00,44022,43941,0,21
7800,4.00,44022,43941,0,21
7900,4.00,44022,43941,0,21
8000,4.00,44022,43941,0,21
8100,4.00,44022,43941,0,21
8200,4.00,44022,43941,0,21
8300,4.00,44022,43941,0,21
8400,4.00,44022,43941,0,21
8500,4.00,44023,43941,0,21
8600,4.00,44023,43941,0,21
8700,4.00,44023,43941,0,21
8800,4.00,44023,43941,0,21
8900,4.00,44023,43941,0,21
9000,4.00,44023,43941,0,21
9100,4.00,44023,43941,0,21
9200,4.00,44023,43941,0,21
9300,4.00,44024,43941,0,21
9400,4.00,44024,43941,0,21
9500,4.00,44024,43941,0,21
9600,4.00,44024,43941,0,21
9700,4.00,44024,43941,0,21
9800,4.00,44024,43941,0,21
9900,4.00,44024,43941,0,21
10000,4.00,44024,43941,0,21
10100,4.00,44024,43941,0,21
10200,4.00,44024,43941,0,21
10300,4.00,44024,43941,0,21
10400,4.00,44024,43941,0,21
10500,5.00,44024,43941,0,21
10600,5.00,44024,43941,0,21
10700,5.00,44024,43941,0,21
10800,5.00,44024,43941,0,21
10900,5.00,44024,43941,0,21
11000,5.00,44024,43941,0,21
11100,5.00,44024,43941,0,21
11200,5.00,44023,43941,0,21
11300,5.00,44020,43941,0,21
11400,5.00,44020,43941,0,21
11500,5.00,44020,43941,0,21
11600,5.00,44020,43941,0,21
11700,5.00,44020,43941,0,21
11800,5.00,44020,43941,0,21
11900,5.00,44020,43941,0,21
12000,5.00,44020,43941,0,21
12100,5.00,44020,43941,0,21
12200,5.00,44020,43941,0,21
12300,5.00,44020,43941,0,21
12400,5.00,44020,43941,0,21
12500,5.00,44020,43941,0,21
12600,5.00,44020,43941,0,21
12700,5.00,44020,43941,0,21
12800,5.00,44020,43941,0,21
12900,5.00,44020,43941,0,21
13000,5.00,44020,43941,0,21
