iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,1.00,73165,72713,0,10
200,2.00,72546,72546,0,11
300,2.00,72697,72499,0,12
400,3.00,72523,72499,0,12
500,3.00,72447,72447,0,13
600,4.00,72581,72186,0,14
700,4.00,72581,72186,0,14
800,4.00,72348,72186,0,14
900,5.00,72348,72186,0,14
1000,5.00,72654,72186,0,14
1100,5.00,72127,72127,0,16
1200,5.00,71915,71915,0,18
1300,6.00,72367,71915,0,18
1400,6.00,72085,71915,0,18
1500,6.00,72085,71915,0,18
1600,7.00,72085,71915,0,18
1700,7.00,72085,71915,0,18
1800,7.00,72085,71915,0,18
1900,7.00,71862,71862,0,19
2000,8.00,71769,71769,0,21
2100,8.00,71667,71667,0,23
2200,8.00,72147,71667,0,23
2300,9.00,72147,71667,0,23
2400,9.00,71566,71566,0,24
2500,9.00,71665,71245,0,25
2600,9.00,72024,71245,0,25
2700,10.00,71873,71245,0,25
2800,10.00,71873,71245,0,25
2900,10.00,72110,71245,0,25
3000,10.00,72110,71245,0,25
3100,11.00,72110,71245,0,25
3200,11.00,72270,71245,0,25
3300,11.00,72210,71245,0,25
3400,11.00,72210,71245,0,25
3500,12.00,71980,71245,0,25
3600,12.00,71980,71245,0,25
3700,12.00,71980,71245,0,25
3800,13.00,71980,71245,0,25
3900,13.00,71801,71245,0,25
4000,13.00,71980,71245,0,25
4100,14.00,71980,71245,0,25
4200,14.00,72016,71245,0,25
4300,14.00,72016,71245,0,25
4400,15.00,72016,71245,0,25
4500,15.00,71886,71245,0,25
4600,16.00,71886,71245,0,25
4700,16.00,72053,71245,0,25
4800,17.00,72053,71245,0,25
4900,17.00,72301,71245,0,25
5000,18.00,72301,71245,0,25
5100,18.00,72301,71245,0,25
5200,19.00,72301,71245,0,25
5300,19.00,71939,71245,0,25
5400,20.00,71832,71245,0,25
5500,20.00,71832,71245,0,25
5600,20.00,71709,71245,0,25
5700,21.00,71659,71245,0,25
5800,21.00,71659,71245,0,25
5900,22.00,71659,71245,0,25
6000,22.00,71479,71245,0,25
6100,22.00,71479,71245,0,25
6200,23.00,71479,71245,0,25
6300,23.00,71479,71245,0,25
6400,24.00,71424,71245,0,25
6500,24.00,71662,71245,0,25
6600,25.00,71662,71245,0,25
6700,25.00,71662,71245,0,25
6800,25.00,71662,71245,0,25
6900,26.00,71662,71245,0,25
7000,26.00,71662,71245,0,25
7100,27.00,71533,71245,0,25
7200,27.00,71533,71245,0,25
7300,27.00,71356,71245,0,25
7400,28.00,71356,71245,0,25
7500,28.00,71356,71245,0,25
7600,29.00,71462,71245,0,25
7700,29.00,71462,71245,0,25
