iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,1.00,83440,83440,0,5
200,2.00,70360,70360,0,10
300,2.00,69550,69550,0,13
400,2.00,65105,65105,0,19
500,3.00,65070,65070,0,22
600,3.00,63220,63220,0,26
700,3.00,62020,62020,0,32
800,4.00,62010,62010,0,34
900,4.00,60805,60805,0,35
1000,4.00,60195,60195,0,37
1100,4.00,60180,60180,0,39
1200,5.00,58340,58340,0,44
1300,5.00,58320,58320,0,45
1400,5.00,58320,58320,0,45
1500,5.00,57090,57090,0,50
1600,6.00,57085,57085,0,51
1700,6.00,56245,56245,0,53
1800,6.00,56215,56215,0,55
1900,6.00,55020,55020,0,58
2000,7.00,54185,54185,0,61
2100,7.00,54115,54115,0,63
2200,7.00,54100,54100,0,65
2300,7.00,54090,54090,0,66
2400,8.00,54090,54090,0,66
2500,8.00,54090,54090,0,66
2600,8.00,50450,50450,0,69
2700,8.00,50425,50425,0,70
2800,9.00,50420,50420,0,71
2900,9.00,50415,50415,0,72
3000,9.00,50395,50395,0,74
3100,10.00,49380,49380,0,78
3200,10.00,49375,49375,0,79
3300,11.00,48765,48765,0,82
3400,11.00,48175,48175,0,84
3500,11.00,48175,48175,0,84
3600,12.00,48175,48175,0,84
3700,12.00,48175,48175,0,84
3800,12.00,48165,48165,0,85
3900,12.00,48155,48155,0,86
4000,13.00,47555,47555,0,88
4100,13.00,47545,47545,0,89
4200,13.00,47515,47515,0,91
4300,13.00,47440,47440,0,97
4400,14.00,46820,46820,0,99
4500,14.00,46805,46805,0,101
4600,14.00,45585,45585,0,104
4700,14.00,45575,45575,0,105
4800,15.00,45555,45555,0,108
4900,15.00,45550,45550,0,109
5000,15.00,45440,45440,0,111
5100,15.00,45435,45435,0,112
5200,16.00,43625,43625,0,114
5300,16.00,43405,43405,0,115
5400,16.00,43395,43395,0,117
5500,16.00,43395,43395,0,117
5600,17.00,42815,42815,0,123
5700,17.00,42815,42815,0,123
5800,17.00,42080,42080,0,127
5900,17.00,42080,42080,0,127
6000,17.00,42035,42035,0,128
6100,18.00,42035,42035,0,128
6200,18.00,41275,41275,0,131
6300,18.00,40645,40645,0,134
6400,18.00,40635,40635,0,135
6500,19.00,40600,40600,0,136
6600,19.00,40600,40600,0,136
6700,19.00,40560,40560,0,140
6800,19.00,40540,40540,0,142
6900,20.00,40540,40540,0,142
7000,20.00,40320,40320,0,143
7100,20.00,40060,40060,0,144
7200,20.00,40050,40050,0,146
7300,21.00,40045,40045,0,147
7400,21.00,40045,40045,0,147
7500,21.00,40030,40030,0,149
7600,21.00,39820,39820,0,151
7700,22.00,37420,37420,0,154
7800,22.00,37395,37395,0,156
7900,22.00,37150,37150,0,157
8000,22.00,37140,37140,0,159
8100,22.00,37135,37135,0,160
8200,23.00,37130,37130,0,161
8300,23.00,36520,36520,0,163
8400,23.00,36510,36510,0,165
8500,23.00,36505,36505,0,166
8600,24.00,36505,36505,0,166
8700,24.00,36495,36495,0,168
8800,24.00,36470,36470,0,170
8900,24.00,36460,36460,0,171
9000,25.00,36235,36235,0,172
9100,25.00,36235,36235,0,172
9200,25.00,36230,36230,0,173
9300,25.00,36220,36220,0,174
9400,26.00,36210,36210,0,175
9500,26.00,36210,36210,0,175
9600,26.00,36195,36195,0,177
9700,27.00,36195,36195,0,177
9800,27.00,33205,33205,0,179
9900,27.00,32990,32990,0,180
10000,27.00,32975,32975,0,182
10100,28.00,32970,32970,0,183
10200,28.00,32970,32970,0,183
10300,28.00,32970,32970,0,183
10400,29.00,32970,32970,0,183
10500,29.00,32970,32970,0,183
10600,29.00,32910,32910,0,187
10700,29.00,32890,32890,0,188
10800,30.00,32880,32880,0,189
10900,30.00,32870,32870,0,190
11000,30.00,32870,32870,0,190
11100,31.00,32870,32870,0,190
11200,31.00,32870,32870,0,190
11300,32.00,32860,32860,0,192
11400,32.00,32855,32855,0,193
11500,33.00,32855,32855,0,193
11600,33.00,32855,32855,0,193
11700,33.00,32850,32850,0,194
11800,34.00,32850,32850,0,194
11900,34.00,32850,32850,0,194
12000,34.00,32850,32850,0,194
12100,35.00,32840,32840,0,196
12200,35.00,32840,32840,0,196
12300,35.00,32830,32830,0,197
12400,35.00,32830,32830,0,197
12500,36.00,32830,32830,0,197
12600,36.00,32825,32825,0,198
12700,36.00,32825,32825,0,198
12800,37.00,32815,32815,0,199
12900,37.00,32815,32815,0,199
13000,37.00,32805,32805,0,201
13100,38.00,32805,32805,0,201
13200,38.00,32805,32805,0,201
13300,38.00,32805,32805,0,201
13400,39.00,32775,32775,0,203
13500,39.00,32775,32775,0,203
13600,39.00,32775,32775,0,203
13700,40.00,32765,32765,0,204
13800,40.00,32765,32765,0,204
13900,40.00,32765,32765,0,204
14000,41.00,32750,32750,0,205
14100,41.00,32745,32745,0,206
14200,41.00,32715,32715,0,208
14300,41.00,32710,32710,0,209
