iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,0.00,23292,23292,0,2
200,0.00,22402,22402,0,7
300,1.00,20191,20191,0,11
400,1.00,19588,19588,0,14
500,1.00,17522,17522,0,20
600,1.00,16915,16915,0,25
700,2.00,15690,15690,0,28
800,2.00,14442,14442,0,33
900,2.00,14437,14437,0,37
1000,2.00,13538,13538,0,41
1100,2.00,13235,13235,0,45
1200,3.00,13091,13091,0,48
1300,3.00,13088,13088,0,49
1400,3.00,13086,13086,0,51
1500,3.00,13083,13083,0,54
1600,4.00,13079,13079,0,56
1700,4.00,13076,13076,0,59
1800,4.00,13075,13075,0,60
1900,4.00,13072,13072,0,62
2000,4.00,13070,13070,0,64
2100,4.00,13066,13066,0,67
2200,4.00,13063,13063,0,69
2300,4.00,13058,13058,0,71
2400,4.00,13056,13056,0,73
2500,5.00,12756,12756,0,74
2600,5.00,12753,12753,0,76
2700,5.00,12752,12752,0,77
2800,5.00,12751,12751,0,78
2900,5.00,12747,12747,0,80
3000,5.00,12448,12448,0,83
3100,5.00,12416,12416,0,86
3200,5.00,12416,12416,0,86
3300,5.00,12413,12413,0,89
3400,5.00,12275,12275,0,91
3500,5.00,12242,12242,0,93
3600,6.00,12237,12237,0,97
3700,6.00,12235,12235,0,99
3800,6.00,12201,12201,0,101
3900,6.00,12199,12199,0,103
4000,6.00,12198,12198,0,104
4100,6.00,12196,12196,0,105
4200,6.00,12195,12195,0,106
4300,6.00,12193,12193,0,108
4400,6.00,12192,12192,0,109
4500,6.00,12191,12191,0,110
4600,6.00,12191,12191,0,110
4700,6.00,12190,12190,0,111
4800,7.00,12189,12189,0,112
4900,7.00,12189,12189,0,112
5000,7.00,12185,12185,0,115
5100,7.00,12184,12184,0,116
5200,7.00,12184,12184,0,116
5300,7.00,12155,12155,0,119
5400,7.00,12155,12155,0,119
5500,7.00,12149,12149,0,123
5600,7.00,12148,12148,0,124
5700,7.00,12148,12148,0,124
5800,7.00,12146,12146,0,125
5900,8.00,12146,12146,0,125
6000,8.00,12146,12146,0,125
6100,8.00,12145,12145,0,126
6200,8.00,12144,12144,0,127
6300,8.00,12143,12143,0,128
6400,8.00,12143,12143,0,128
6500,8.00,12143,12143,0,128
6600,8.00,12137,12137,0,131
6700,8.00,12136,12136,0,132
6800,8.00,12134,12134,0,133
6900,8.00,11991,11991,0,135
7000,9.00,11991,11991,0,135
7100,9.00,11991,11991,0,135
7200,9.00,11991,11991,0,135
7300,9.00,11991,11991,0,135
7400,9.00,11991,11991,0,135
7500,9.00,11991,11991,0,135
7600,9.00,11990,11990,0,136
7700,9.00,11988,11988,0,138
7800,9.00,11987,11987,0,139
7900,9.00,11985,11985,0,141
8000,9.00,11985,11985,0,141
8100,9.00,11985,11985,0,141
8200,10.00,11985,11985,0,141
8300,10.00,11984,11984,0,142
