iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,1.00,502092,502092,0,4
200,2.00,501474,501474,0,5
300,3.00,500306,500306,0,7
400,4.00,487797,487797,0,12
500,5.00,480065,480065,0,16
600,5.00,479513,479513,0,17
700,6.00,479465,479465,0,18
800,6.00,479424,479424,0,19
900,7.00,472725,472725,0,21
1000,8.00,470471,470471,0,23
1100,8.00,470461,470461,0,24
1200,9.00,470461,470461,0,24
1300,10.00,470441,470441,0,25
1400,10.00,470441,470441,0,25
1500,11.00,470125,470125,0,26
1600,11.00,470125,470125,0,26
1700,12.00,470125,470125,0,26
1800,12.00,470125,470125,0,26
1900,13.00,465778,465778,0,29
2000,13.00,463975,463975,0,30
2100,14.00,463975,463975,0,30
2200,14.00,463975,463975,0,30
2300,15.00,460329,460329,0,31
2400,15.00,460328,460328,0,32
2500,16.00,459721,459721,0,33
2600,16.00,456348,456348,0,35
2700,17.00,456348,456348,0,35
2800,17.00,456348,456348,0,35
2900,17.00,456337,456337,0,36
3000,18.00,456324,456324,0,38
3100,18.00,456324,456324,0,38
3200,19.00,454554,454554,0,39
3300,19.00,454554,454554,0,39
3400,20.00,454554,454554,0,39
3500,20.00,454470,454470,0,40
3600,21.00,454470,454470,0,40
3700,21.00,454470,454470,0,40
3800,22.00,447327,447327,0,42
3900,22.00,447327,447327,0,42
4000,23.00,446983,446983,0,43
4100,24.00,446403,446403,0,44
4200,24.00,445236,445236,0,45
4300,25.00,445236,445236,0,45
4400,25.00,445236,445236,0,45
4500,26.00,441019,441019,0,47
4600,26.00,441019,441019,0,47
4700,27.00,441019,441019,0,47
4800,27.00,441019,441019,0,47
4900,28.00,441019,441019,0,47
5000,28.00,441019,441019,0,47
5100,29.00,441019,441019,0,47
5200,29.00,440413,440413,0,48
5300,30.00,440413,440413,0,48
5400,30.00,440413,440413,0,48
5500,31.00,440413,440413,0,48
5600,31.00,440351,440351,0,49
5700,32.00,440351,440351,0,49
5800,32.00,438977,438977,0,50
5900,33.00,436504,436504,0,51
6000,33.00,436504,436504,0,51
6100,34.00,435931,435931,0,52
6200,35.00,435931,435931,0,52
6300,35.00,432263,432263,0,53
6400,36.00,432263,432263,0,53
6500,37.00,427627,427627,0,54
6600,38.00,427027,427027,0,55
6700,39.00,427027,427027,0,55
6800,40.00,427027,427027,0,55
6900,41.00,427027,427027,0,55
7000,42.00,427027,427027,0,55
7100,44.00,427014,427014,0,56
7200,45.00,427014,427014,0,56
7300,46.00,427014,427014,0,56
7400,47.00,427014,427014,0,56
7500,48.00,427014,427014,0,56
7600,49.00,427009,427009,0,57
7700,50.00,427010,427009,0,57
7800,50.00,427010,427009,0,57
7900,51.00,427010,427009,0,57
8000,52.00,427010,427009,0,57
8100,53.00,427010,427009,0,57
8200,54.00,427010,427009,0,57
8300,55.00,427010,427009,0,57
8400,56.00,427010,427009,0,57
8500,58.00,427010,427009,0,57
8600,59.00,427010,427009,0,57
8700,60.00,427010,427009,0,57
8800,61.00,427010,427009,0,57
8900,63.00,426416,426416,0,58
9000,64.00,426416,426416,0,58
9100,65.00,426416,426416,0,58
9200,66.00,426416,426416,0,58
9300,67.00,426402,426402,0,59
9400,68.00,426402,426402,0,59
9500,70.00,426402,426402,0,59
9600,71.00,426402,426402,0,59
9700,72.00,426402,426402,0,59
9800,74.00,426402,426402,0,59
9900,75.00,426402,426402,0,59
10000,77.00,426402,426402,0,59
10100,79.00,425943,425943,0,60
10200,81.00,425943,425943,0,60
10300,83.00,425345,425345,0,61
10400,84.00,425345,425345,0,61
10500,85.00,425345,425345,0,61
10600,86.00,425345,425345,0,61
10700,87.00,425345,425345,0,61
10800,88.00,425345,425345,0,61
10900,90.00,424136,424136,0,62
11000,92.00,422929,422929,0,63
11100,93.00,422929,422929,0,63
11200,95.00,422929,422929,0,63
11300,96.00,422929,422929,0,63
11400,97.00,422929,422929,0,63
11500,98.00,422929,422929,0,63
11600,99.00,422929,422929,0,63
11700,100.00,422929,422929,0,63
11800,100.00,422929,422929,0,63
11900,101.00,422929,422929,0,63
12000,101.00,422929,422929,0,63
12100,102.00,422839,422839,0,64
12200,103.00,422839,422839,0,64
12300,103.00,422839,422839,0,64
12400,104.00,422839,422839,0,64
12500,104.00,422839,422839,0,64
12600,105.00,422839,422839,0,64
12700,106.00,422839,422839,0,64
12800,106.00,422839,422839,0,64
12900,107.00,422839,422839,0,64
13000,107.00,422839,422839,0,64
13100,108.00,423076,422839,0,64
13200,108.00,423076,422839,0,64
13300,109.00,423076,422839,0,64
13400,110.00,423076,422839,0,64
13500,110.00,423076,422839,0,64
13600,111.00,423076,422839,0,64
13700,112.00,423076,422839,0,64
13800,112.00,422485,422485,0,65
13900,113.00,422485,422485,0,65
14000,114.00,422477,422477,0,66
14100,114.00,422477,422477,0,66
14200,115.00,420692,420692,0,67
14300,116.00,420692,420692,0,67
14400,117.00,420692,420692,0,67
14500,117.00,420692,420692,0,67
14600,118.00,420692,420692,0,67
14700,118.00,420692,420692,0,67
14800,119.00,420692,420692,0,67
14900,119.00,420692,420692,0,67
15000,120.00,420692,420692,0,67
15100,120.00,420692,420692,0,67
