iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,1.00,137615,137520,0,3
200,2.00,137046,136375,0,5
300,2.00,136752,136375,0,5
400,3.00,137076,136375,0,5
500,3.00,137121,136375,0,5
600,4.00,137021,136375,0,5
700,5.00,136991,136375,0,5
800,5.00,136991,136375,0,5
900,6.00,136966,136375,0,5
1000,6.00,136966,136375,0,5
1100,7.00,136440,136375,0,5
1200,8.00,136440,136375,0,5
1300,8.00,136089,136089,0,6
1400,9.00,136089,136089,0,6
1500,9.00,135100,135100,0,8
1600,10.00,135100,135100,0,8
1700,11.00,135100,135100,0,8
1800,11.00,135190,135100,0,8
1900,12.00,135190,135100,0,8
2000,12.00,135175,135100,0,8
2100,13.00,135346,135080,0,9
2200,13.00,135700,135080,0,9
2300,14.00,135154,135080,0,9
2400,14.00,135154,135080,0,9
2500,15.00,135154,135080,0,9
2600,15.00,134825,134749,0,10
2700,16.00,135234,134749,0,10
2800,16.00,135159,134749,0,10
2900,17.00,135275,134749,0,10
3000,17.00,135275,134749,0,10
3100,18.00,135275,134749,0,10
3200,18.00,135275,134749,0,10
3300,18.00,135275,134749,0,10
3400,19.00,135275,134749,0,10
3500,19.00,135275,134749,0,10
3600,20.00,135275,134749,0,10
3700,20.00,135275,134749,0,10
3800,21.00,135110,134749,0,10
3900,21.00,135110,134749,0,10
4000,22.00,135190,134749,0,10
4100,22.00,135190,134749,0,10
4200,23.00,135190,134749,0,10
4300,23.00,135450,134749,0,10
4400,23.00,135395,134749,0,10
4500,24.00,135395,134749,0,10
4600,24.00,135395,134749,0,10
4700,25.00,135254,134749,0,10
4800,25.00,135254,134749,0,10
4900,26.00,135174,134749,0,10
5000,26.00,135175,134749,0,10
5100,27.00,135175,134749,0,10
5200,28.00,135175,134749,0,10
5300,28.00,135175,134749,0,10
5400,29.00,135649,134749,0,10
5500,29.00,135649,134749,0,10
5600,30.00,135649,134749,0,10
5700,31.00,135649,134749,0,10
5800,31.00,135649,134749,0,10
5900,32.00,135649,134749,0,10
6000,32.00,135443,134749,0,10
6100,33.00,135298,134749,0,10
6200,34.00,135298,134749,0,10
6300,34.00,135298,134749,0,10
6400,35.00,135298,134749,0,10
6500,35.00,135298,134749,0,10
6600,36.00,135298,134749,0,10
6700,36.00,136046,134749,0,10
6800,37.00,136046,134749,0,10
6900,38.00,136046,134749,0,10
7000,38.00,136046,134749,0,10
7100,39.00,136046,134749,0,10
7200,39.00,136721,134749,0,10
7300,40.00,136721,134749,0,10
7400,40.00,136736,134749,0,10
7500,41.00,136736,134749,0,10
7600,41.00,136736,134749,0,10
7700,42.00,136736,134749,0,10
7800,42.00,136321,134749,0,10
7900,43.00,136056,134749,0,10
8000,43.00,136056,134749,0,10
8100,44.00,135832,134749,0,10
8200,45.00,135832,134749,0,10
8300,45.00,135807,134749,0,10
8400,46.00,135807,134749,0,10
8500,46.00,135807,134749,0,10
8600,46.00,135807,134749,0,10
8700,47.00,135502,134749,0,10
8800,47.00,135502,134749,0,10
8900,48.00,135502,134749,0,10
9000,49.00,135502,134749,0,10
9100,49.00,135502,134749,0,10
9200,50.00,135502,134749,0,10
9300,51.00,135502,134749,0,10
9400,51.00,135502,134749,0,10
9500,52.00,135502,134749,0,10
9600,53.00,135502,134749,0,10
9700,53.00,135687,134749,0,10
9800,54.00,135927,134749,0,10
9900,54.00,135927,134749,0,10
10000,55.00,135927,134749,0,10
10100,55.00,135927,134749,0,10
10200,56.00,135927,134749,0,10
10300,56.00,135927,134749,0,10
10400,57.00,135776,134749,0,10
10500,58.00,135806,134749,0,10
10600,58.00,136046,134749,0,10
10700,59.00,135716,134749,0,10
10800,59.00,135716,134749,0,10
10900,60.00,135716,134749,0,10
11000,60.00,135716,134749,0,10
11100,61.00,135716,134749,0,10
11200,61.00,135716,134749,0,10
11300,62.00,135716,134749,0,10
11400,62.00,135716,134749,0,10
11500,63.00,135716,134749,0,10
11600,63.00,135921,134749,0,10
11700,64.00,135616,134749,0,10
11800,64.00,135616,134749,0,10
11900,65.00,135616,134749,0,10
12000,65.00,135616,134749,0,10
12100,66.00,135436,134749,0,10
12200,67.00,135436,134749,0,10
12300,67.00,135436,134749,0,10
12400,68.00,135436,134749,0,10
12500,69.00,135436,134749,0,10
12600,69.00,135331,134749,0,10
12700,70.00,135151,134749,0,10
12800,71.00,135151,134749,0,10
12900,71.00,135151,134749,0,10
13000,72.00,135151,134749,0,10
13100,73.00,135151,134749,0,10
13200,73.00,135151,134749,0,10
13300,74.00,135151,134749,0,10
13400,74.00,135151,134749,0,10
13500,75.00,134846,134749,0,10
13600,75.00,134835,134749,0,10
13700,76.00,134835,134749,0,10
13800,76.00,135136,134749,0,10
13900,77.00,135136,134749,0,10
14000,77.00,135136,134749,0,10
14100,78.00,134956,134749,0,10
14200,79.00,134956,134749,0,10
14300,79.00,135361,134749,0,10
14400,80.00,135361,134749,0,10
14500,80.00,135361,134749,0,10
14600,81.00,135361,134749,0,10
14700,81.00,135361,134749,0,10
14800,82.00,135361,134749,0,10
14900,83.00,134846,134749,0,10
15000,83.00,134505,134505,0,11
15100,84.00,134474,134474,0,12
15200,84.00,134474,134474,0,12
15300,85.00,134829,134474,0,12
15400,85.00,134829,134474,0,12
15500,86.00,135324,134474,0,12
15600,87.00,135324,134474,0,12
15700,87.00,135324,134474,0,12
15800,88.00,135324,134474,0,12
15900,88.00,135324,134474,0,12
16000,89.00,135324,134474,0,12
16100,89.00,135324,134474,0,12
16200,90.00,135569,134474,0,12
16300,90.00,135569,134474,0,12
16400,91.00,135423,134474,0,12
16500,91.00,134854,134474,0,12
16600,92.00,134854,134474,0,12
16700,92.00,134854,134474,0,12
16800,93.00,135274,134474,0,12
16900,93.00,135274,134474,0,12
17000,94.00,135274,134474,0,12
17100,94.00,135274,134474,0,12
17200,95.00,135274,134474,0,12
17300,95.00,135274,134474,0,12
17400,96.00,135274,134474,0,12
