iteration,time_sec,current_cost,best_cost,hard_violations,improvements
1,2.00,23850,23850,0,1
2,4.00,23221,23221,0,2
3,5.00,22976,22976,0,3
4,6.00,22732,22732,0,4
5,8.00,22489,22489,0,5
6,9.00,22258,22258,0,6
7,11.00,22036,22036,0,7
8,13.00,21823,21823,0,8
9,15.00,21610,21610,0,9
10,18.00,21406,21406,0,10
11,20.00,21171,21171,0,11
12,22.00,20937,20937,0,12
13,24.00,20736,20736,0,13
14,26.00,20553,20553,0,14
15,29.00,20330,20330,0,15
16,31.00,20108,20108,0,16
17,32.00,19886,19886,0,17
18,34.00,19672,19672,0,18
19,37.00,19467,19467,0,19
20,39.00,19287,19287,0,20
21,40.00,19107,19107,0,21
22,42.00,18897,18897,0,22
23,43.00,18721,18721,0,23
24,45.00,18508,18508,0,24
25,46.00,18316,18316,0,25
26,48.00,18134,18134,0,26
27,49.00,17953,17953,0,27
28,51.00,17818,17818,0,28
29,52.00,17689,17689,0,29
30,54.00,17568,17568,0,30
31,56.00,17459,17459,0,31
32,58.00,17356,17356,0,32
33,59.00,17214,17214,0,33
34,61.00,17073,17073,0,34
35,63.00,16939,16939,0,35
36,66.00,16859,16859,0,36
37,68.00,16745,16745,0,37
38,70.00,16651,16651,0,38
39,72.00,16576,16576,0,39
40,74.00,16513,16513,0,40
41,77.00,16411,16411,0,41
42,79.00,16318,16318,0,42
43,81.00,16244,16244,0,43
44,83.00,16171,16171,0,44
45,85.00,16112,16112,0,45
46,87.00,16079,16079,0,46
47,89.00,16048,16048,0,47
48,91.00,15984,15984,0,48
49,93.00,15953,15953,0,49
50,95.00,15922,15922,0,50
51,97.00,15892,15892,0,51
52,99.00,15862,15862,0,52
53,101.00,15833,15833,0,53
54,103.00,15808,15808,0,54
55,105.00,15787,15787,0,55
56,107.00,15766,15766,0,56
57,109.00,15745,15745,0,57
58,111.00,15725,15725,0,58
59,113.00,15705,15705,0,59
60,116.00,15685,15685,0,60
61,118.00,15665,15665,0,61
62,121.00,15645,15645,0,62
63,123.00,15625,15625,0,63
64,125.00,15605,15605,0,64
65,127.00,15585,15585,0,65
66,129.00,15565,15565,0,66
67,131.00,15545,15545,0,67
68,133.00,15526,15526,0,68
69,136.00,15511,15511,0,69
