iteration,time_sec,current_cost,best_cost,hard_violations,improvements
100,0.00,27601,27601,0,12
200,0.00,22072,22072,0,28
300,0.00,18514,18514,0,40
400,0.00,16755,16755,0,46
500,1.00,15029,15029,0,57
600,1.00,12665,12665,0,61
700,1.00,12655,12655,0,65
800,1.00,12353,12353,0,69
900,1.00,11876,11876,0,73
1000,1.00,10949,10949,0,77
1100,1.00,10713,10713,0,84
1200,1.00,10069,10069,0,87
1300,2.00,10054,10054,0,94
1400,2.00,10007,10007,0,99
1500,2.00,9398,9398,0,105
1600,2.00,9123,9123,0,111
1700,2.00,8817,8817,0,115
1800,2.00,8814,8814,0,117
1900,2.00,8810,8810,0,121
2000,2.00,8776,8776,0,122
2100,2.00,8176,8176,0,123
2200,2.00,7888,7888,0,125
2300,2.00,7272,7272,0,135
2400,2.00,7267,7267,0,137
2500,2.00,6926,6926,0,139
2600,3.00,6917,6917,0,145
2700,3.00,6895,6895,0,148
2800,3.00,6893,6893,0,149
2900,3.00,6810,6810,0,152
3000,3.00,6802,6802,0,154
3100,3.00,6794,6794,0,159
3200,3.00,6790,6790,0,163
3300,3.00,6775,6775,0,165
3400,3.00,6657,6657,0,168
3500,3.00,6651,6651,0,173
3600,3.00,6649,6649,0,175
3700,3.00,6044,6044,0,179
3800,3.00,5880,5880,0,182
3900,3.00,5847,5847,0,185
4000,3.00,5800,5800,0,187
4100,4.00,5800,5800,0,187
4200,4.00,5795,5795,0,192
4300,4.00,5676,5676,0,195
4400,4.00,5673,5673,0,197
4500,4.00,5673,5673,0,197
4600,4.00,5672,5672,0,198
4700,4.00,5672,5672,0,198
4800,4.00,5669,5669,0,199
4900,4.00,5660,5660,0,201
5000,4.00,5630,5630,0,203
5100,4.00,5629,5629,0,204
5200,4.00,5623,5623,0,207
5300,4.00,5621,5621,0,209
5400,4.00,5615,5615,0,212
5500,4.00,5613,5613,0,214
5600,4.00,5613,5613,0,214
5700,4.00,5613,5613,0,214
5800,4.00,5498,5498,0,216
5900,5.00,5490,5490,0,220
6000,5.00,5473,5473,0,224
6100,5.00,5470,5470,0,225
6200,5.00,5467,5467,0,227
6300,5.00,5381,5381,0,228
6400,5.00,5378,5378,0,230
6500,5.00,5376,5376,0,232
6600,5.00,5223,5223,0,235
6700,5.00,5222,5222,0,236
6800,5.00,5222,5222,0,236
6900,5.00,5209,5209,0,238
7000,5.00,5208,5208,0,239
7100,5.00,5206,5206,0,241
7200,5.00,5204,5204,0,243
7300,5.00,5201,5201,0,245
7400,5.00,5187,5187,0,247
7500,5.00,5182,5182,0,250
7600,6.00,5182,5182,0,250
7700,6.00,5177,5177,0,253
7800,6.00,5125,5125,0,256
7900,6.00,5125,5125,0,256
8000,6.00,4988,4988,0,258
8100,6.00,4986,4986,0,260
8200,6.00,4972,4972,0,261
8300,6.00,4871,4871,0,262
8400,6.00,4870,4870,0,263
8500,6.00,4867,4867,0,266
8600,6.00,4867,4867,0,266
8700,6.00,4866,4866,0,267
8800,6.00,4864,4864,0,268
8900,6.00,4861,4861,0,271
9000,6.00,4861,4861,0,271
9100,6.00,4861,4861,0,271
9200,6.00,4860,4860,0,272
9300,6.00,4858,4858,0,273
9400,7.00,4857,4857,0,274
9500,7.00,4856,4856,0,275
9600,7.00,4856,4856,0,275
9700,7.00,4856,4856,0,275
9800,7.00,4856,4856,0,275
9900,7.00,4856,4856,0,275
10000,7.00,4853,4853,0,277
10100,7.00,4853,4853,0,277
10200,7.00,4851,4851,0,278
10300,7.00,4851,4851,0,278
10400,7.00,4851,4851,0,278
10500,7.00,4851,4851,0,278
10600,7.00,4851,4851,0,278
10700,7.00,4851,4851,0,278
10800,7.00,4851,4851,0,278
10900,7.00,4848,4848,0,280
11000,7.00,4847,4847,0,281
11100,8.00,4847,4847,0,281
11200,8.00,4847,4847,0,281
11300,8.00,4834,4834,0,282
11400,8.00,4834,4834,0,282
11500,8.00,4833,4833,0,283
11600,8.00,4832,4832,0,284
11700,8.00,4832,4832,0,284
11800,8.00,4829,4829,0,286
11900,8.00,4827,4827,0,288
12000,8.00,4826,4826,0,289
12100,8.00,4826,4826,0,289
12200,8.00,4826,4826,0,289
12300,8.00,4825,4825,0,290
12400,8.00,4823,4823,0,292
12500,8.00,4822,4822,0,293
12600,8.00,4822,4822,0,293
12700,8.00,4822,4822,0,293
12800,9.00,4822,4822,0,293
12900,9.00,4822,4822,0,293
13000,9.00,4822,4822,0,293
13100,9.00,4821,4821,0,294
13200,9.00,4821,4821,0,294
13300,9.00,4820,4820,0,295
13400,9.00,4820,4820,0,295
13500,9.00,4820,4820,0,295
13600,9.00,4820,4820,0,295
13700,9.00,4820,4820,0,295
13800,9.00,4820,4820,0,295
13900,9.00,4820,4820,0,295
14000,9.00,4820,4820,0,295
14100,9.00,4820,4820,0,295
14200,10.00,4820,4820,0,295
14300,10.00,4820,4820,0,295
14400,10.00,4820,4820,0,295
14500,10.00,4820,4820,0,295
14600,10.00,4820,4820,0,295
14700,10.00,4819,4819,0,296
14800,10.00,4819,4819,0,296
14900,10.00,4818,4818,0,297
15000,10.00,4818,4818,0,297
15100,11.00,4817,4817,0,298
15200,11.00,4814,4814,0,300
15300,11.00,4814,4814,0,300
15400,11.00,4814,4814,0,300
15500,11.00,4814,4814,0,300
15600,11.00,4814,4814,0,300
15700,11.00,4814,4814,0,300
15800,11.00,4814,4814,0,300
15900,11.00,4814,4814,0,300
16000,12.00,4814,4814,0,300
16100,12.00,4814,4814,0,300
16200,12.00,4814,4814,0,300
16300,12.00,4814,4814,0,300
16400,12.00,4814,4814,0,300
16500,12.00,4814,4814,0,300
16600,12.00,4814,4814,0,300
16700,12.00,4814,4814,0,300
16800,12.00,4814,4814,0,300
16900,12.00,4813,4813,0,301
17000,12.00,4810,4810,0,302
17100,12.00,4810,4810,0,302
17200,12.00,4809,4809,0,303
17300,12.00,4809,4809,0,303
17400,13.00,4809,4809,0,303
17500,13.00,4808,4808,0,304
17600,13.00,4808,4808,0,304
17700,13.00,4807,4807,0,305
17800,13.00,4807,4807,0,305
17900,13.00,4804,4804,0,306
18000,13.00,4803,4803,0,307
18100,13.00,4803,4803,0,307
18200,13.00,4802,4802,0,308
18300,13.00,4791,4791,0,310
18400,13.00,4789,4789,0,311
18500,13.00,4789,4789,0,311
18600,13.00,4789,4789,0,311
18700,13.00,4789,4789,0,311
18800,13.00,4772,4772,0,312
18900,13.00,4771,4771,0,313
19000,14.00,4771,4771,0,313
19100,14.00,4769,4769,0,314
19200,14.00,4769,4769,0,314
19300,14.00,4769,4769,0,314
19400,14.00,4768,4768,0,315
19500,14.00,4767,4767,0,316
19600,14.00,4767,4767,0,316
19700,14.00,4767,4767,0,316
19800,14.00,4766,4766,0,317
19900,14.00,4766,4766,0,317
20000,14.00,4766,4766,0,317
20100,14.00,4765,4765,0,318
20200,14.00,4765,4765,0,318
20300,14.00,4765,4765,0,318
20400,14.00,4764,4764,0,319
20500,14.00,4715,4715,0,320
20600,14.00,4715,4715,0,320
20700,15.00,4715,4715,0,320
20800,15.00,4715,4715,0,320
20900,15.00,4713,4713,0,322
21000,15.00,4706,4706,0,324
21100,15.00,4706,4706,0,324
21200,15.00,4705,4705,0,325
21300,15.00,4705,4705,0,325
21400,15.00,4704,4704,0,326
21500,15.00,4704,4704,0,326
21600,15.00,4703,4703,0,327
21700,15.00,4703,4703,0,327
21800,15.00,4703,4703,0,327
21900,15.00,4702,4702,0,328
